county,precinct,office,office,party,candidate,votes,election_day,mail,provisional
Wayne,SOUTH CANAAN TOWNSHIP,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,5,2,3,0
Wayne,SOUTH CANAAN TOWNSHIP,ATTORNEY GENERAL,,CST,JUSTIN L MAGILL,7,7,0,0
Wayne,SOUTH CANAAN TOWNSHIP,ATTORNEY GENERAL,,FWD,ERIC L SETTLE,2,2,0,0
Wayne,SOUTH CANAAN TOWNSHIP,ATTORNEY GENERAL,,,Write-ins,2,2,0,0
Wayne,SOUTH CANAAN TOWNSHIP,ATTORNEY GENERAL,,,Over Votes,0,,,
Wayne,SOUTH CANAAN TOWNSHIP,ATTORNEY GENERAL,,,Under Votes,14,,,
Wayne,SOUTH CANAAN TOWNSHIP,AUDITOR GENERAL,,DEM,MALCOLM KENYATTA,231,133,97,1
Wayne,SOUTH CANAAN TOWNSHIP,AUDITOR GENERAL,,REP,TIM DEFOOR,766,614,147,5
Wayne,SOUTH CANAAN TOWNSHIP,AUDITOR GENERAL,,LIB,REECE SMITH,25,17,7,1
Wayne,SOUTH CANAAN TOWNSHIP,AUDITOR GENERAL,,ASP,ERIC K ANTON,4,4,0,0
Wayne,SOUTH CANAAN TOWNSHIP,AUDITOR GENERAL,,CST,BOB GOODRICH,14,12,2,0
Wayne,SOUTH CANAAN TOWNSHIP,AUDITOR GENERAL,,,Write-ins,1,1,0,0
Wayne,SOUTH CANAAN TOWNSHIP,AUDITOR GENERAL,,,Over Votes,1,,,
Wayne,SOUTH CANAAN TOWNSHIP,AUDITOR GENERAL,,,Under Votes,29,,,
Wayne,SOUTH CANAAN TOWNSHIP,STATE TREASURER,,DEM,ERIN MCCLELLAND,237,133,103,1
Wayne,SOUTH CANAAN TOWNSHIP,STATE TREASURER,,REP,STACY GARRITY,768,616,147,5
Wayne,SOUTH CANAAN TOWNSHIP,STATE TREASURER,,LIB,NICKOLAS CIESIELSKI,23,19,3,1
Wayne,SOUTH CANAAN TOWNSHIP,STATE TREASURER,,CST,TROY BOWMAN,16,16,0,0
Wayne,SOUTH CANAAN TOWNSHIP,STATE TREASURER,,FWD,CHRIS FOSTER,2,1,1,0
Wayne,SOUTH CANAAN TOWNSHIP,STATE TREASURER,,,Write-ins,1,1,0,0
Wayne,SOUTH CANAAN TOWNSHIP,STATE TREASURER,,,Over Votes,0,,,
Wayne,SOUTH CANAAN TOWNSHIP,STATE TREASURER,,,Under Votes,24,,,
Wayne,SOUTH CANAAN TOWNSHIP,U.S. House,8,DEM,MATT CARTWRIGHT,305,192,112,1
Wayne,SOUTH CANAAN TOWNSHIP,U.S. House,8,REP,ROB BRESNAHAN JR,755,602,147,6
Wayne,SOUTH CANAAN TOWNSHIP,U.S. House,8,,Write-ins,2,2,0,0
Wayne,SOUTH CANAAN TOWNSHIP,U.S. House,8,,Over Votes,0,,,
Wayne,SOUTH CANAAN TOWNSHIP,U.S. House,8,,Under Votes,9,,,
Wayne,SOUTH CANAAN TOWNSHIP,State House,139,DEM,ROBIN SCHOOLEY SKIBBER,243,143,98,2
Wayne,SOUTH CANAAN TOWNSHIP,State House,139,REP,JEFF OLSOMMER,801,639,157,5
Wayne,SOUTH CANAAN TOWNSHIP,State House,139,,Write-ins,1,1,0,0
Wayne,SOUTH CANAAN TOWNSHIP,State House,139,,Over Votes,0,,,
Wayne,SOUTH CANAAN TOWNSHIP,State House,139,,Under Votes,26,,,
Wayne,STARRUCCA BOROUGH,Registered Voters,,,,143,,,
Wayne,STARRUCCA BOROUGH,Ballots Cast,,,,105,,,
Wayne,STARRUCCA BOROUGH,President,,DEM,KAMALA D HARRIS,25,22,2,1
Wayne,STARRUCCA BOROUGH,President,,REP,DONALD J TRUMP,74,63,11,0
Wayne,STARRUCCA BOROUGH,President,,LIB,CHASE OLIVER,1,1,0,0
Wayne,STARRUCCA BOROUGH,President,,GRN,JILL STEIN,0,0,0,0
Wayne,STARRUCCA BOROUGH,President,,,Write-ins,3,1,2,0
Wayne,STARRUCCA BOROUGH,President,,,Over Votes,0,,,
Wayne,STARRUCCA BOROUGH,President,,,Under Votes,2,,,
Wayne,STARRUCCA BOROUGH,U.S. Senate,,DEM,ROBERT P CASEY JR,26,23,2,1
Wayne,STARRUCCA BOROUGH,U.S. Senate,,REP,DAVE MCCORMICK,72,61,11,0
Wayne,STARRUCCA BOROUGH,U.S. Senate,,LIB,JOHN C THOMAS,2,2,0,0
Wayne,STARRUCCA BOROUGH,U.S. Senate,,GRN,LEILA HAZOU,2,0,2,0
Wayne,STARRUCCA BOROUGH,U.S. Senate,,CST,MARTY SELKER,0,0,0,0
Wayne,STARRUCCA BOROUGH,U.S. Senate,,,Write-ins,1,1,0,0
Wayne,STARRUCCA BOROUGH,U.S. Senate,,,Over Votes,0,,,
Wayne,STARRUCCA BOROUGH,U.S. Senate,,,Under Votes,2,,,
Wayne,STARRUCCA BOROUGH,ATTORNEY GENERAL,,DEM,EUGENE DEPASQUALE,23,20,2,1
Wayne,STARRUCCA BOROUGH,ATTORNEY GENERAL,,REP,DAVE SUNDAY,72,62,10,0
Wayne,STARRUCCA BOROUGH,ATTORNEY GENERAL,,LIB,ROBERT COWBURN,1,1,0,0
Wayne,STARRUCCA BOROUGH,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,6,3,3,0
Wayne,STARRUCCA BOROUGH,ATTORNEY GENERAL,,CST,JUSTIN L MAGILL,0,0,0,0
Wayne,STARRUCCA BOROUGH,ATTORNEY GENERAL,,FWD,ERIC L SETTLE,0,0,0,0
Wayne,STARRUCCA BOROUGH,ATTORNEY GENERAL,,,Write-ins,0,0,0,0
Wayne,STARRUCCA BOROUGH,ATTORNEY GENERAL,,,Over Votes,0,,,
Wayne,STARRUCCA BOROUGH,ATTORNEY GENERAL,,,Under Votes,3,,,
Wayne,STARRUCCA BOROUGH,AUDITOR GENERAL,,DEM,MALCOLM KENYATTA,22,20,1,1
Wayne,STARRUCCA BOROUGH,AUDITOR GENERAL,,REP,TIM DEFOOR,68,57,11,0
Wayne,STARRUCCA BOROUGH,AUDITOR GENERAL,,LIB,REECE SMITH,2,2,0,0
Wayne,STARRUCCA BOROUGH,AUDITOR GENERAL,,ASP,ERIC K ANTON,0,0,0,0
Wayne,STARRUCCA BOROUGH,AUDITOR GENERAL,,CST,BOB GOODRICH,6,5,1,0
Wayne,STARRUCCA BOROUGH,AUDITOR GENERAL,,,Write-ins,2,0,2,0
Wayne,STARRUCCA BOROUGH,AUDITOR GENERAL,,,Over Votes,0,,,
Wayne,STARRUCCA BOROUGH,AUDITOR GENERAL,,,Under Votes,5,,,
Wayne,STARRUCCA BOROUGH,STATE TREASURER,,DEM,ERIN MCCLELLAND,25,21,3,1
Wayne,STARRUCCA BOROUGH,STATE TREASURER,,REP,STACY GARRITY,72,61,11,0
Wayne,STARRUCCA BOROUGH,STATE TREASURER,,LIB,NICKOLAS CIESIELSKI,1,1,0,0
Wayne,STARRUCCA BOROUGH,STATE TREASURER,,CST,TROY BOWMAN,1,1,0,0
Wayne,STARRUCCA BOROUGH,STATE TREASURER,,FWD,CHRIS FOSTER,0,0,0,0
Wayne,STARRUCCA BOROUGH,STATE TREASURER,,,Write-ins,1,0,1,0
Wayne,STARRUCCA BOROUGH,STATE TREASURER,,,Over Votes,0,,,
Wayne,STARRUCCA BOROUGH,STATE TREASURER,,,Under Votes,5,,,
Wayne,STARRUCCA BOROUGH,U.S. House,8,DEM,MATT CARTWRIGHT,29,26,2,1
Wayne,STARRUCCA BOROUGH,U.S. House,8,REP,ROB BRESNAHAN JR,72,61,11,0
Wayne,STARRUCCA BOROUGH,U.S. House,8,,Write-ins,2,0,2,0
Wayne,STARRUCCA BOROUGH,U.S. House,8,,Over Votes,0,,,
Wayne,STARRUCCA BOROUGH,U.S. House,8,,Under Votes,2,,,
Wayne,STARRUCCA BOROUGH,State House,111,REP,JONATHAN FRITZ,90,78,12,0
Wayne,STARRUCCA BOROUGH,State House,111,,Write-ins,3,1,2,0
Wayne,STARRUCCA BOROUGH,State House,111,,Over Votes,0,,,
Wayne,STARRUCCA BOROUGH,State House,111,,Under Votes,12,,,
Wayne,STERLING TOWNSHIP,Registered Voters,,,,1123,,,
Wayne,STERLING TOWNSHIP,Ballots Cast,,,,940,,,
Wayne,STERLING TOWNSHIP,President,,DEM,KAMALA D HARRIS,256,165,91,0
Wayne,STERLING TOWNSHIP,President,,REP,DONALD J TRUMP,678,554,116,8
Wayne,STERLING TOWNSHIP,President,,LIB,CHASE OLIVER,0,0,0,0
Wayne,STERLING TOWNSHIP,President,,GRN,JILL STEIN,2,1,1,0
Wayne,STERLING TOWNSHIP,President,,,Write-ins,1,1,0,0
Wayne,STERLING TOWNSHIP,President,,,Over Votes,0,,,
Wayne,STERLING TOWNSHIP,President,,,Under Votes,3,,,
Wayne,STERLING TOWNSHIP,U.S. Senate,,DEM,ROBERT P CASEY JR,259,170,89,0
Wayne,STERLING TOWNSHIP,U.S. Senate,,REP,DAVE MCCORMICK,655,531,116,8
Wayne,STERLING TOWNSHIP,U.S. Senate,,LIB,JOHN C THOMAS,5,5,0,0
Wayne,STERLING TOWNSHIP,U.S. Senate,,GRN,LEILA HAZOU,7,4,3,0
Wayne,STERLING TOWNSHIP,U.S. Senate,,CST,MARTY SELKER,5,4,1,0
Wayne,STERLING TOWNSHIP,U.S. Senate,,,Write-ins,0,0,0,0
Wayne,STERLING TOWNSHIP,U.S. Senate,,,Over Votes,0,,,
Wayne,STERLING TOWNSHIP,U.S. Senate,,,Under Votes,9,,,
Wayne,STERLING TOWNSHIP,ATTORNEY GENERAL,,DEM,EUGENE DEPASQUALE,239,160,79,0
Wayne,STERLING TOWNSHIP,ATTORNEY GENERAL,,REP,DAVE SUNDAY,661,532,122,7
Wayne,STERLING TOWNSHIP,ATTORNEY GENERAL,,LIB,ROBERT COWBURN,12,10,2,0
Wayne,STERLING TOWNSHIP,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,6,3,2,1
Wayne,STERLING TOWNSHIP,ATTORNEY GENERAL,,CST,JUSTIN L MAGILL,1,0,1,0
Wayne,STERLING TOWNSHIP,ATTORNEY GENERAL,,FWD,ERIC L SETTLE,2,0,2,0
Wayne,STERLING TOWNSHIP,ATTORNEY GENERAL,,,Write-ins,1,1,0,0
Wayne,STERLING TOWNSHIP,ATTORNEY GENERAL,,,Over Votes,0,,,
Wayne,STERLING TOWNSHIP,ATTORNEY GENERAL,,,Under Votes,18,,,
Wayne,STERLING TOWNSHIP,AUDITOR GENERAL,,DEM,MALCOLM KENYATTA,233,151,82,0
Wayne,STERLING TOWNSHIP,AUDITOR GENERAL,,REP,TIM DEFOOR,653,528,118,7
Wayne,STERLING TOWNSHIP,AUDITOR GENERAL,,LIB,REECE SMITH,13,12,1,0
Wayne,STERLING TOWNSHIP,AUDITOR GENERAL,,ASP,ERIC K ANTON,3,1,2,0
Wayne,STERLING TOWNSHIP,AUDITOR GENERAL,,CST,BOB GOODRICH,7,5,2,0
Wayne,STERLING TOWNSHIP,AUDITOR GENERAL,,,Write-ins,2,1,1,0
Wayne,STERLING TOWNSHIP,AUDITOR GENERAL,,,Over Votes,0,,,
Wayne,STERLING TOWNSHIP,AUDITOR GENERAL,,,Under Votes,29,,,
Wayne,STERLING TOWNSHIP,STATE TREASURER,,DEM,ERIN MCCLELLAND,243,159,84,0
Wayne,STERLING TOWNSHIP,STATE TREASURER,,REP,STACY GARRITY,654,530,117,7
Wayne,STERLING TOWNSHIP,STATE TREASURER,,LIB,NICKOLAS CIESIELSKI,8,6,2,0
Wayne,STERLING TOWNSHIP,STATE TREASURER,,CST,TROY BOWMAN,7,6,1,0
Wayne,STERLING TOWNSHIP,STATE TREASURER,,FWD,CHRIS FOSTER,1,0,1,0
Wayne,STERLING TOWNSHIP,STATE TREASURER,,,Write-ins,1,0,1,0
Wayne,STERLING TOWNSHIP,STATE TREASURER,,,Over Votes,0,,,
Wayne,STERLING TOWNSHIP,STATE TREASURER,,,Under Votes,26,,,
Wayne,STERLING TOWNSHIP,U.S. House,8,DEM,MATT CARTWRIGHT,281,187,94,0
Wayne,STERLING TOWNSHIP,U.S. House,8,REP,ROB BRESNAHAN JR,637,516,114,7
Wayne,STERLING TOWNSHIP,U.S. House,8,,Write-ins,2,2,0,0
Wayne,STERLING TOWNSHIP,U.S. House,8,,Over Votes,0,,,
Wayne,STERLING TOWNSHIP,U.S. House,8,,Under Votes,20,,,
Wayne,STERLING TOWNSHIP,State House,139,DEM,ROBIN SCHOOLEY SKIBBER,210,136,74,0
Wayne,STERLING TOWNSHIP,State House,139,REP,JEFF OLSOMMER,700,564,129,7
Wayne,STERLING TOWNSHIP,State House,139,,Write-ins,6,5,1,0
Wayne,STERLING TOWNSHIP,State House,139,,Over Votes,0,,,
Wayne,STERLING TOWNSHIP,State House,139,,Under Votes,24,,,
Wayne,TEXAS TOWNSHIP #1,Registered Voters,,,,550,,,
Wayne,TEXAS TOWNSHIP #1,Ballots Cast,,,,446,,,
Wayne,TEXAS TOWNSHIP #1,President,,DEM,KAMALA D HARRIS,143,85,57,1
Wayne,TEXAS TOWNSHIP #1,President,,REP,DONALD J TRUMP,300,216,82,2
Wayne,TEXAS TOWNSHIP #1,President,,LIB,CHASE OLIVER,3,3,0,0
Wayne,TEXAS TOWNSHIP #1,President,,GRN,JILL STEIN,0,0,0,0
Wayne,TEXAS TOWNSHIP #1,President,,,Write-ins,0,0,0,0
Wayne,TEXAS TOWNSHIP #1,President,,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #1,President,,,Under Votes,0,,,
Wayne,TEXAS TOWNSHIP #1,U.S. Senate,,DEM,ROBERT P CASEY JR,139,84,55,0
Wayne,TEXAS TOWNSHIP #1,U.S. Senate,,REP,DAVE MCCORMICK,291,215,74,2
Wayne,TEXAS TOWNSHIP #1,U.S. Senate,,LIB,JOHN C THOMAS,2,2,0,0
Wayne,TEXAS TOWNSHIP #1,U.S. Senate,,GRN,LEILA HAZOU,5,0,4,1
Wayne,TEXAS TOWNSHIP #1,U.S. Senate,,CST,MARTY SELKER,1,1,0,0
Wayne,TEXAS TOWNSHIP #1,U.S. Senate,,,Write-ins,0,0,0,0
Wayne,TEXAS TOWNSHIP #1,U.S. Senate,,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #1,U.S. Senate,,,Under Votes,8,,,
Wayne,TEXAS TOWNSHIP #1,ATTORNEY GENERAL,,DEM,EUGENE DEPASQUALE,127,74,53,0
Wayne,TEXAS TOWNSHIP #1,ATTORNEY GENERAL,,REP,DAVE SUNDAY,296,215,79,2
Wayne,TEXAS TOWNSHIP #1,ATTORNEY GENERAL,,LIB,ROBERT COWBURN,8,7,1,0
Wayne,TEXAS TOWNSHIP #1,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,3,1,1,1
Wayne,TEXAS TOWNSHIP #1,ATTORNEY GENERAL,,CST,JUSTIN L MAGILL,4,2,2,0
Wayne,TEXAS TOWNSHIP #1,ATTORNEY GENERAL,,FWD,ERIC L SETTLE,2,1,1,0
Wayne,TEXAS TOWNSHIP #1,ATTORNEY GENERAL,,,Write-ins,0,0,0,0
Wayne,TEXAS TOWNSHIP #1,ATTORNEY GENERAL,,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #1,ATTORNEY GENERAL,,,Under Votes,6,,,
Wayne,TEXAS TOWNSHIP #1,AUDITOR GENERAL,,DEM,MALCOLM KENYATTA,114,65,48,1
Wayne,TEXAS TOWNSHIP #1,AUDITOR GENERAL,,REP,TIM DEFOOR,303,219,82,2
Wayne,TEXAS TOWNSHIP #1,AUDITOR GENERAL,,LIB,REECE SMITH,10,8,2,0
Wayne,TEXAS TOWNSHIP #1,AUDITOR GENERAL,,ASP,ERIC K ANTON,1,0,1,0
Wayne,TEXAS TOWNSHIP #1,AUDITOR GENERAL,,CST,BOB GOODRICH,7,4,3,0
Wayne,TEXAS TOWNSHIP #1,AUDITOR GENERAL,,,Write-ins,0,0,0,0
Wayne,TEXAS TOWNSHIP #1,AUDITOR GENERAL,,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #1,AUDITOR GENERAL,,,Under Votes,11,,,
Wayne,TEXAS TOWNSHIP #1,STATE TREASURER,,DEM,ERIN MCCLELLAND,107,58,48,1
Wayne,TEXAS TOWNSHIP #1,STATE TREASURER,,REP,STACY GARRITY,318,234,82,2
Wayne,TEXAS TOWNSHIP #1,STATE TREASURER,,LIB,NICKOLAS CIESIELSKI,6,4,2,0
Wayne,TEXAS TOWNSHIP #1,STATE TREASURER,,CST,TROY BOWMAN,3,1,2,0
Wayne,TEXAS TOWNSHIP #1,STATE TREASURER,,FWD,CHRIS FOSTER,3,1,2,0
Wayne,TEXAS TOWNSHIP #1,STATE TREASURER,,,Write-ins,0,0,0,0
Wayne,TEXAS TOWNSHIP #1,STATE TREASURER,,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #1,STATE TREASURER,,,Under Votes,9,,,
Wayne,TEXAS TOWNSHIP #1,U.S. House,8,DEM,MATT CARTWRIGHT,137,81,55,1
Wayne,TEXAS TOWNSHIP #1,U.S. House,8,REP,ROB BRESNAHAN JR,306,222,82,2
Wayne,TEXAS TOWNSHIP #1,U.S. House,8,,Write-ins,0,0,0,0
Wayne,TEXAS TOWNSHIP #1,U.S. House,8,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #1,U.S. House,8,,Under Votes,3,,,
Wayne,TEXAS TOWNSHIP #1,State House,111,REP,JONATHAN FRITZ,380,271,107,2
Wayne,TEXAS TOWNSHIP #1,State House,111,,Write-ins,12,3,8,1
Wayne,TEXAS TOWNSHIP #1,State House,111,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #1,State House,111,,Under Votes,54,,,
Wayne,TEXAS TOWNSHIP #2,Registered Voters,,,,585,,,
Wayne,TEXAS TOWNSHIP #2,Ballots Cast,,,,486,,,
Wayne,TEXAS TOWNSHIP #2,President,,DEM,KAMALA D HARRIS,166,93,71,2
Wayne,TEXAS TOWNSHIP #2,President,,REP,DONALD J TRUMP,312,219,92,1
Wayne,TEXAS TOWNSHIP #2,President,,LIB,CHASE OLIVER,4,3,1,0
Wayne,TEXAS TOWNSHIP #2,President,,GRN,JILL STEIN,4,2,2,0
Wayne,TEXAS TOWNSHIP #2,President,,,Write-ins,0,0,0,0
Wayne,TEXAS TOWNSHIP #2,President,,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #2,President,,,Under Votes,0,,,
Wayne,TEXAS TOWNSHIP #2,U.S. Senate,,DEM,ROBERT P CASEY JR,171,101,68,2
Wayne,TEXAS TOWNSHIP #2,U.S. Senate,,REP,DAVE MCCORMICK,294,201,92,1
Wayne,TEXAS TOWNSHIP #2,U.S. Senate,,LIB,JOHN C THOMAS,7,6,1,0
Wayne,TEXAS TOWNSHIP #2,U.S. Senate,,GRN,LEILA HAZOU,4,3,1,0
Wayne,TEXAS TOWNSHIP #2,U.S. Senate,,CST,MARTY SELKER,3,2,1,0
Wayne,TEXAS TOWNSHIP #2,U.S. Senate,,,Write-ins,0,0,0,0
Wayne,TEXAS TOWNSHIP #2,U.S. Senate,,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #2,U.S. Senate,,,Under Votes,7,,,
Wayne,TEXAS TOWNSHIP #2,ATTORNEY GENERAL,,DEM,EUGENE DEPASQUALE,148,85,61,2
Wayne,TEXAS TOWNSHIP #2,ATTORNEY GENERAL,,REP,DAVE SUNDAY,308,211,96,1
Wayne,TEXAS TOWNSHIP #2,ATTORNEY GENERAL,,LIB,ROBERT COWBURN,8,8,0,0
Wayne,TEXAS TOWNSHIP #2,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,4,3,1,0
Wayne,TEXAS TOWNSHIP #2,ATTORNEY GENERAL,,CST,JUSTIN L MAGILL,3,1,2,0
Wayne,TEXAS TOWNSHIP #2,ATTORNEY GENERAL,,FWD,ERIC L SETTLE,0,0,0,0
Wayne,TEXAS TOWNSHIP #2,ATTORNEY GENERAL,,,Write-ins,0,0,0,0
Wayne,TEXAS TOWNSHIP #2,ATTORNEY GENERAL,,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #2,ATTORNEY GENERAL,,,Under Votes,15,,,
Wayne,TEXAS TOWNSHIP #2,AUDITOR GENERAL,,DEM,MALCOLM KENYATTA,142,80,60,2
Wayne,TEXAS TOWNSHIP #2,AUDITOR GENERAL,,REP,TIM DEFOOR,301,209,91,1
Wayne,TEXAS TOWNSHIP #2,AUDITOR GENERAL,,LIB,REECE SMITH,11,9,2,0
Wayne,TEXAS TOWNSHIP #2,AUDITOR GENERAL,,ASP,ERIC K ANTON,1,1,0,0
Wayne,TEXAS TOWNSHIP #2,AUDITOR GENERAL,,CST,BOB GOODRICH,6,3,3,0
Wayne,TEXAS TOWNSHIP #2,AUDITOR GENERAL,,,Write-ins,0,0,0,0
Wayne,TEXAS TOWNSHIP #2,AUDITOR GENERAL,,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #2,AUDITOR GENERAL,,,Under Votes,25,,,
Wayne,TEXAS TOWNSHIP #2,STATE TREASURER,,DEM,ERIN MCCLELLAND,144,82,60,2
Wayne,TEXAS TOWNSHIP #2,STATE TREASURER,,REP,STACY GARRITY,313,216,96,1
Wayne,TEXAS TOWNSHIP #2,STATE TREASURER,,LIB,NICKOLAS CIESIELSKI,9,7,2,0
Wayne,TEXAS TOWNSHIP #2,STATE TREASURER,,CST,TROY BOWMAN,3,1,2,0
Wayne,TEXAS TOWNSHIP #2,STATE TREASURER,,FWD,CHRIS FOSTER,0,0,0,0
Wayne,TEXAS TOWNSHIP #2,STATE TREASURER,,,Write-ins,0,0,0,0
Wayne,TEXAS TOWNSHIP #2,STATE TREASURER,,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #2,STATE TREASURER,,,Under Votes,17,,,
Wayne,TEXAS TOWNSHIP #2,U.S. House,8,DEM,MATT CARTWRIGHT,184,107,75,2
Wayne,TEXAS TOWNSHIP #2,U.S. House,8,REP,ROB BRESNAHAN JR,292,205,86,1
Wayne,TEXAS TOWNSHIP #2,U.S. House,8,,Write-ins,2,1,1,0
Wayne,TEXAS TOWNSHIP #2,U.S. House,8,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #2,U.S. House,8,,Under Votes,8,,,
Wayne,TEXAS TOWNSHIP #2,State House,111,REP,JONATHAN FRITZ,401,275,124,2
Wayne,TEXAS TOWNSHIP #2,State House,111,,Write-ins,12,7,4,1
Wayne,TEXAS TOWNSHIP #2,State House,111,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #2,State House,111,,Under Votes,73,,,
Wayne,TEXAS TOWNSHIP #3,Registered Voters,,,,429,,,
Wayne,TEXAS TOWNSHIP #3,Ballots Cast,,,,323,,,
Wayne,TEXAS TOWNSHIP #3,President,,DEM,KAMALA D HARRIS,103,71,31,1
Wayne,TEXAS TOWNSHIP #3,President,,REP,DONALD J TRUMP,213,166,45,2
Wayne,TEXAS TOWNSHIP #3,President,,LIB,CHASE OLIVER,3,3,0,0
Wayne,TEXAS TOWNSHIP #3,President,,GRN,JILL STEIN,1,1,0,0
Wayne,TEXAS TOWNSHIP #3,President,,,Write-ins,0,0,0,0
Wayne,TEXAS TOWNSHIP #3,President,,,Over Votes,1,,,
Wayne,TEXAS TOWNSHIP #3,President,,,Under Votes,2,,,
Wayne,TEXAS TOWNSHIP #3,U.S. Senate,,DEM,ROBERT P CASEY JR,104,73,31,0
Wayne,TEXAS TOWNSHIP #3,U.S. Senate,,REP,DAVE MCCORMICK,211,163,45,3
Wayne,TEXAS TOWNSHIP #3,U.S. Senate,,LIB,JOHN C THOMAS,3,3,0,0
Wayne,TEXAS TOWNSHIP #3,U.S. Senate,,GRN,LEILA HAZOU,0,0,0,0
Wayne,TEXAS TOWNSHIP #3,U.S. Senate,,CST,MARTY SELKER,2,2,0,0
Wayne,TEXAS TOWNSHIP #3,U.S. Senate,,,Write-ins,1,0,1,0
Wayne,TEXAS TOWNSHIP #3,U.S. Senate,,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #3,U.S. Senate,,,Under Votes,2,,,
Wayne,TEXAS TOWNSHIP #3,ATTORNEY GENERAL,,DEM,EUGENE DEPASQUALE,97,66,30,1
Wayne,TEXAS TOWNSHIP #3,ATTORNEY GENERAL,,REP,DAVE SUNDAY,216,169,45,2
Wayne,TEXAS TOWNSHIP #3,ATTORNEY GENERAL,,LIB,ROBERT COWBURN,3,3,0,0
Wayne,TEXAS TOWNSHIP #3,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,2,0,2,0
Wayne,TEXAS TOWNSHIP #3,ATTORNEY GENERAL,,CST,JUSTIN L MAGILL,1,1,0,0
Wayne,TEXAS TOWNSHIP #3,ATTORNEY GENERAL,,FWD,ERIC L SETTLE,0,0,0,0
Wayne,TEXAS TOWNSHIP #3,ATTORNEY GENERAL,,,Write-ins,0,0,0,0
Wayne,TEXAS TOWNSHIP #3,ATTORNEY GENERAL,,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #3,ATTORNEY GENERAL,,,Under Votes,4,,,
Wayne,TEXAS TOWNSHIP #3,AUDITOR GENERAL,,DEM,MALCOLM KENYATTA,91,61,30,0
Wayne,TEXAS TOWNSHIP #3,AUDITOR GENERAL,,REP,TIM DEFOOR,210,162,46,2
Wayne,TEXAS TOWNSHIP #3,AUDITOR GENERAL,,LIB,REECE SMITH,9,9,0,0
Wayne,TEXAS TOWNSHIP #3,AUDITOR GENERAL,,ASP,ERIC K ANTON,1,0,1,0
Wayne,TEXAS TOWNSHIP #3,AUDITOR GENERAL,,CST,BOB GOODRICH,4,3,0,1
Wayne,TEXAS TOWNSHIP #3,AUDITOR GENERAL,,,Write-ins,0,0,0,0
Wayne,TEXAS TOWNSHIP #3,AUDITOR GENERAL,,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #3,AUDITOR GENERAL,,,Under Votes,8,,,
Wayne,TEXAS TOWNSHIP #3,STATE TREASURER,,DEM,ERIN MCCLELLAND,93,65,28,0
Wayne,TEXAS TOWNSHIP #3,STATE TREASURER,,REP,STACY GARRITY,212,163,47,2
Wayne,TEXAS TOWNSHIP #3,STATE TREASURER,,LIB,NICKOLAS CIESIELSKI,8,7,1,0
Wayne,TEXAS TOWNSHIP #3,STATE TREASURER,,CST,TROY BOWMAN,2,1,0,1
Wayne,TEXAS TOWNSHIP #3,STATE TREASURER,,FWD,CHRIS FOSTER,1,0,1,0
Wayne,TEXAS TOWNSHIP #3,STATE TREASURER,,,Write-ins,0,0,0,0
Wayne,TEXAS TOWNSHIP #3,STATE TREASURER,,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #3,STATE TREASURER,,,Under Votes,7,,,
Wayne,TEXAS TOWNSHIP #3,U.S. House,8,DEM,MATT CARTWRIGHT,112,77,34,1
Wayne,TEXAS TOWNSHIP #3,U.S. House,8,REP,ROB BRESNAHAN JR,205,160,43,2
Wayne,TEXAS TOWNSHIP #3,U.S. House,8,,Write-ins,1,1,0,0
Wayne,TEXAS TOWNSHIP #3,U.S. House,8,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #3,U.S. House,8,,Under Votes,5,,,
Wayne,TEXAS TOWNSHIP #3,State House,111,REP,JONATHAN FRITZ,266,202,61,3
Wayne,TEXAS TOWNSHIP #3,State House,111,,Write-ins,12,9,3,0
Wayne,TEXAS TOWNSHIP #3,State House,111,,Over Votes,0,,,
Wayne,TEXAS TOWNSHIP #3,State House,111,,Under Votes,45,,,
Wayne,WAYMART BOROUGH,Registered Voters,,,,887,,,
Wayne,WAYMART BOROUGH,Ballots Cast,,,,697,,,
