county,precinct,office,district,party,candidate,votes,election_day,mail,provisional,federal
Centre,48-FERGUSON NORTH 2,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,AUDITOR GENERAL,,,Under Votes,13,2,11,0,0
Centre,48-FERGUSON NORTH 2,STATE TREASURER,,DEM,JOE TORSELLA,556,143,411,2,0
Centre,48-FERGUSON NORTH 2,STATE TREASURER,,REP,STACY L GARRITY,336,205,128,3,0
Centre,48-FERGUSON NORTH 2,STATE TREASURER,,LIB,JOE SOLOSKI,25,14,9,2,0
Centre,48-FERGUSON NORTH 2,STATE TREASURER,,GRN,TIMOTHY RUNKLE,10,6,4,0,0
Centre,48-FERGUSON NORTH 2,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,STATE TREASURER,,,Under Votes,15,3,12,0,0
Centre,48-FERGUSON NORTH 2,U.S. House,12,DEM,LEE GRIFFIN,586,155,427,4,0
Centre,48-FERGUSON NORTH 2,U.S. House,12,REP,FRED KELLER,344,214,127,3,0
Centre,48-FERGUSON NORTH 2,U.S. House,12,,Write-ins,1,0,1,0,0
Centre,48-FERGUSON NORTH 2,U.S. House,12,,Write-In: Liz Terwilliger & variations,1,0,1,0,0
Centre,48-FERGUSON NORTH 2,U.S. House,12,,Not Assigned,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,U.S. House,12,,Over Votes,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,U.S. House,12,,Under Votes,11,2,9,0,0
Centre,48-FERGUSON NORTH 2,State Assembly,81,DEM,IAN M KIDD,559,148,409,2,0
Centre,48-FERGUSON NORTH 2,State Assembly,81,REP,RICH IRVIN,363,215,143,5,0
Centre,48-FERGUSON NORTH 2,State Assembly,81,,Write-ins,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,State Assembly,81,,Not Assigned,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,State Assembly,81,,Over Votes,0,0,0,0,0
Centre,48-FERGUSON NORTH 2,State Assembly,81,,Under Votes,20,8,12,0,0
Centre,88-FERGUSON NORTH 3,Registered Voters,,,,1402,,,,
Centre,88-FERGUSON NORTH 3,Ballots Cast,,,,1040,421,610,9,0
Centre,88-FERGUSON NORTH 3,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,88-FERGUSON NORTH 3,President,,DEM,Joseph R. Biden,729,215,509,5,0
Centre,88-FERGUSON NORTH 3,President,,REP,Donald J. Trump,289,199,86,4,0
Centre,88-FERGUSON NORTH 3,President,,LIB,Jo Jorgensen,10,4,6,0,0
Centre,88-FERGUSON NORTH 3,President,,,Write-ins,7,3,4,0,0
Centre,88-FERGUSON NORTH 3,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,88-FERGUSON NORTH 3,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,88-FERGUSON NORTH 3,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,88-FERGUSON NORTH 3,President,,,Write-In: Scattered,6,2,4,0,0
Centre,88-FERGUSON NORTH 3,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,88-FERGUSON NORTH 3,President,,,Write-In: Howie Hawkins & variations,1,1,0,0,0
Centre,88-FERGUSON NORTH 3,President,,,Not Assigned,0,0,0,0,0
Centre,88-FERGUSON NORTH 3,President,,,Over Votes,0,0,0,0,0
Centre,88-FERGUSON NORTH 3,President,,,Under Votes,5,0,5,0,0
Centre,88-FERGUSON NORTH 3,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,671,203,465,3,0
Centre,88-FERGUSON NORTH 3,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,315,195,114,6,0
Centre,88-FERGUSON NORTH 3,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,23,12,11,0,0
Centre,88-FERGUSON NORTH 3,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,12,3,9,0,0
Centre,88-FERGUSON NORTH 3,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,88-FERGUSON NORTH 3,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,88-FERGUSON NORTH 3,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,88-FERGUSON NORTH 3,ATTORNEY GENERAL,,,Under Votes,19,8,11,0,0
Centre,88-FERGUSON NORTH 3,AUDITOR GENERAL,,DEM,NINA AHMAD,636,187,446,3,0
Centre,88-FERGUSON NORTH 3,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,342,212,124,6,0
Centre,88-FERGUSON NORTH 3,AUDITOR GENERAL,,LIB,JENNIFER MOORE,22,8,14,0,0
Centre,88-FERGUSON NORTH 3,AUDITOR GENERAL,,GRN,OLIVIA FAISON,16,3,13,0,0
Centre,88-FERGUSON NORTH 3,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,88-FERGUSON NORTH 3,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,88-FERGUSON NORTH 3,AUDITOR GENERAL,,,Over Votes,2,0,2,0,0
Centre,88-FERGUSON NORTH 3,AUDITOR GENERAL,,,Under Votes,22,11,11,0,0
Centre,88-FERGUSON NORTH 3,STATE TREASURER,,DEM,JOE TORSELLA,660,194,463,3,0
Centre,88-FERGUSON NORTH 3,STATE TREASURER,,REP,STACY L GARRITY,315,206,103,6,0
Centre,88-FERGUSON NORTH 3,STATE TREASURER,,LIB,JOE SOLOSKI,28,11,17,0,0
Centre,88-FERGUSON NORTH 3,STATE TREASURER,,GRN,TIMOTHY RUNKLE,19,3,16,0,0
Centre,88-FERGUSON NORTH 3,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,88-FERGUSON NORTH 3,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,88-FERGUSON NORTH 3,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,88-FERGUSON NORTH 3,STATE TREASURER,,,Under Votes,18,7,11,0,0
Centre,88-FERGUSON NORTH 3,U.S. House,12,DEM,LEE GRIFFIN,684,191,490,3,0
Centre,88-FERGUSON NORTH 3,U.S. House,12,REP,FRED KELLER,336,216,114,6,0
Centre,88-FERGUSON NORTH 3,U.S. House,12,,Write-ins,2,2,0,0,0
Centre,88-FERGUSON NORTH 3,U.S. House,12,,Write-In: Liz Terwilliger & variations,2,2,0,0,0
Centre,88-FERGUSON NORTH 3,U.S. House,12,,Not Assigned,0,0,0,0,0
Centre,88-FERGUSON NORTH 3,U.S. House,12,,Over Votes,0,0,0,0,0
Centre,88-FERGUSON NORTH 3,U.S. House,12,,Under Votes,18,12,6,0,0
Centre,88-FERGUSON NORTH 3,State Assembly,171,DEM,PETER BUCK,682,201,478,3,0
Centre,88-FERGUSON NORTH 3,State Assembly,171,REP,KERRY A BENNINGHOFF,339,211,122,6,0
Centre,88-FERGUSON NORTH 3,State Assembly,171,,Write-ins,1,0,1,0,0
Centre,88-FERGUSON NORTH 3,State Assembly,171,,Not Assigned,1,0,1,0,0
Centre,88-FERGUSON NORTH 3,State Assembly,171,,Over Votes,0,0,0,0,0
Centre,88-FERGUSON NORTH 3,State Assembly,171,,Under Votes,18,9,9,0,0
Centre,91-FERGUSON NORTH CENTRAL,Registered Voters,,,,957,,,,
Centre,91-FERGUSON NORTH CENTRAL,Ballots Cast,,,,833,360,468,5,0
Centre,91-FERGUSON NORTH CENTRAL,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,President,,DEM,Joseph R. Biden,531,137,391,3,0
Centre,91-FERGUSON NORTH CENTRAL,President,,REP,Donald J. Trump,283,216,65,2,0
Centre,91-FERGUSON NORTH CENTRAL,President,,LIB,Jo Jorgensen,8,4,4,0,0
Centre,91-FERGUSON NORTH CENTRAL,President,,,Write-ins,6,2,4,0,0
Centre,91-FERGUSON NORTH CENTRAL,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,President,,,Write-In: Jade Simmons & variations,1,0,1,0,0
Centre,91-FERGUSON NORTH CENTRAL,President,,,Write-In: Scattered,4,2,2,0,0
Centre,91-FERGUSON NORTH CENTRAL,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,President,,,Write-In: Howie Hawkins & variations,1,0,1,0,0
Centre,91-FERGUSON NORTH CENTRAL,President,,,Not Assigned,0,0,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,President,,,Over Votes,0,0,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,President,,,Under Votes,5,1,4,0,0
Centre,91-FERGUSON NORTH CENTRAL,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,486,129,355,2,0
Centre,91-FERGUSON NORTH CENTRAL,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,317,218,96,3,0
Centre,91-FERGUSON NORTH CENTRAL,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,13,9,4,0,0
Centre,91-FERGUSON NORTH CENTRAL,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,5,2,3,0,0
Centre,91-FERGUSON NORTH CENTRAL,ATTORNEY GENERAL,,,Write-ins,1,1,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,ATTORNEY GENERAL,,,Not Assigned,1,1,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,ATTORNEY GENERAL,,,Under Votes,11,1,10,0,0
Centre,91-FERGUSON NORTH CENTRAL,AUDITOR GENERAL,,DEM,NINA AHMAD,442,112,328,2,0
Centre,91-FERGUSON NORTH CENTRAL,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,344,227,114,3,0
Centre,91-FERGUSON NORTH CENTRAL,AUDITOR GENERAL,,LIB,JENNIFER MOORE,28,13,15,0,0
Centre,91-FERGUSON NORTH CENTRAL,AUDITOR GENERAL,,GRN,OLIVIA FAISON,6,3,3,0,0
Centre,91-FERGUSON NORTH CENTRAL,AUDITOR GENERAL,,,Write-ins,1,1,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,AUDITOR GENERAL,,,Not Assigned,1,1,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,AUDITOR GENERAL,,,Under Votes,12,4,8,0,0
Centre,91-FERGUSON NORTH CENTRAL,STATE TREASURER,,DEM,JOE TORSELLA,467,118,347,2,0
Centre,91-FERGUSON NORTH CENTRAL,STATE TREASURER,,REP,STACY L GARRITY,323,224,96,3,0
Centre,91-FERGUSON NORTH CENTRAL,STATE TREASURER,,LIB,JOE SOLOSKI,18,8,10,0,0
Centre,91-FERGUSON NORTH CENTRAL,STATE TREASURER,,GRN,TIMOTHY RUNKLE,8,3,5,0,0
Centre,91-FERGUSON NORTH CENTRAL,STATE TREASURER,,,Write-ins,1,1,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,STATE TREASURER,,,Not Assigned,1,1,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,STATE TREASURER,,,Under Votes,16,6,10,0,0
Centre,91-FERGUSON NORTH CENTRAL,U.S. House,12,DEM,LEE GRIFFIN,483,124,357,2,0
Centre,91-FERGUSON NORTH CENTRAL,U.S. House,12,REP,FRED KELLER,339,231,105,3,0
Centre,91-FERGUSON NORTH CENTRAL,U.S. House,12,,Write-ins,1,1,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,U.S. House,12,,Write-In: Liz Terwilliger & variations,0,0,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,U.S. House,12,,Not Assigned,1,1,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,U.S. House,12,,Over Votes,0,0,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,U.S. House,12,,Under Votes,10,4,6,0,0
Centre,91-FERGUSON NORTH CENTRAL,State Assembly,171,DEM,PETER BUCK,465,117,346,2,0
Centre,91-FERGUSON NORTH CENTRAL,State Assembly,171,REP,KERRY A BENNINGHOFF,354,236,115,3,0
Centre,91-FERGUSON NORTH CENTRAL,State Assembly,171,,Write-ins,1,1,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,State Assembly,171,,Not Assigned,1,1,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,State Assembly,171,,Over Votes,0,0,0,0,0
Centre,91-FERGUSON NORTH CENTRAL,State Assembly,171,,Under Votes,13,6,7,0,0
Centre,49-FERGUSON NORTHEAST 1,Registered Voters,,,,2373,,,,
Centre,49-FERGUSON NORTHEAST 1,Ballots Cast,,,,1384,550,821,13,0
Centre,49-FERGUSON NORTHEAST 1,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,President,,DEM,Joseph R. Biden,1007,298,698,11,0
Centre,49-FERGUSON NORTHEAST 1,President,,REP,Donald J. Trump,334,234,98,2,0
Centre,49-FERGUSON NORTHEAST 1,President,,LIB,Jo Jorgensen,28,13,15,0,0
Centre,49-FERGUSON NORTHEAST 1,President,,,Write-ins,13,5,8,0,0
Centre,49-FERGUSON NORTHEAST 1,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,President,,,Write-In: Brian Carroll & variations,1,0,1,0,0
Centre,49-FERGUSON NORTHEAST 1,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,President,,,Write-In: Scattered,6,4,2,0,0
Centre,49-FERGUSON NORTHEAST 1,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,President,,,Write-In: Howie Hawkins & variations,6,1,5,0,0
Centre,49-FERGUSON NORTHEAST 1,President,,,Not Assigned,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,President,,,Over Votes,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,President,,,Under Votes,2,0,2,0,0
Centre,49-FERGUSON NORTHEAST 1,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,925,269,645,11,0
Centre,49-FERGUSON NORTHEAST 1,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,352,234,116,2,0
Centre,49-FERGUSON NORTHEAST 1,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,50,31,19,0,0
Centre,49-FERGUSON NORTHEAST 1,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,26,7,19,0,0
Centre,49-FERGUSON NORTHEAST 1,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,ATTORNEY GENERAL,,,Under Votes,31,9,22,0,0
Centre,49-FERGUSON NORTHEAST 1,AUDITOR GENERAL,,DEM,NINA AHMAD,890,262,618,10,0
Centre,49-FERGUSON NORTHEAST 1,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,382,239,141,2,0
Centre,49-FERGUSON NORTHEAST 1,AUDITOR GENERAL,,LIB,JENNIFER MOORE,48,26,22,0,0
Centre,49-FERGUSON NORTHEAST 1,AUDITOR GENERAL,,GRN,OLIVIA FAISON,29,12,17,0,0
Centre,49-FERGUSON NORTHEAST 1,AUDITOR GENERAL,,,Write-ins,1,0,0,1,0
Centre,49-FERGUSON NORTHEAST 1,AUDITOR GENERAL,,,Not Assigned,1,0,0,1,0
Centre,49-FERGUSON NORTHEAST 1,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,AUDITOR GENERAL,,,Under Votes,34,11,23,0,0
Centre,49-FERGUSON NORTHEAST 1,STATE TREASURER,,DEM,JOE TORSELLA,904,265,629,10,0
Centre,49-FERGUSON NORTHEAST 1,STATE TREASURER,,REP,STACY L GARRITY,351,236,113,2,0
Centre,49-FERGUSON NORTHEAST 1,STATE TREASURER,,LIB,JOE SOLOSKI,50,23,26,1,0
Centre,49-FERGUSON NORTHEAST 1,STATE TREASURER,,GRN,TIMOTHY RUNKLE,38,13,25,0,0
Centre,49-FERGUSON NORTHEAST 1,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,STATE TREASURER,,,Under Votes,41,13,28,0,0
Centre,49-FERGUSON NORTHEAST 1,U.S. House,12,DEM,LEE GRIFFIN,975,282,682,11,0
Centre,49-FERGUSON NORTHEAST 1,U.S. House,12,REP,FRED KELLER,388,256,130,2,0
Centre,49-FERGUSON NORTHEAST 1,U.S. House,12,,Write-ins,1,1,0,0,0
Centre,49-FERGUSON NORTHEAST 1,U.S. House,12,,Write-In: Liz Terwilliger & variations,1,1,0,0,0
Centre,49-FERGUSON NORTHEAST 1,U.S. House,12,,Not Assigned,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,U.S. House,12,,Over Votes,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,U.S. House,12,,Under Votes,20,11,9,0,0
Centre,49-FERGUSON NORTHEAST 1,State Assembly,77,DEM,H SCOTT CONKLIN,649,216,423,10,0
Centre,49-FERGUSON NORTHEAST 1,State Assembly,77,REP,STEVE YETSKO,213,152,60,1,0
Centre,49-FERGUSON NORTHEAST 1,State Assembly,77,,Write-ins,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,State Assembly,77,,Not Assigned,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,State Assembly,77,,Over Votes,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,State Assembly,77,,Under Votes,30,10,19,1,0
Centre,49-FERGUSON NORTHEAST 1,State Assembly,81,DEM,IAN M KIDD,308,66,242,0,0
Centre,49-FERGUSON NORTHEAST 1,State Assembly,81,REP,RICH IRVIN,171,100,70,1,0
Centre,49-FERGUSON NORTHEAST 1,State Assembly,81,,Write-ins,1,1,0,0,0
Centre,49-FERGUSON NORTHEAST 1,State Assembly,81,,Not Assigned,1,1,0,0,0
Centre,49-FERGUSON NORTHEAST 1,State Assembly,81,,Over Votes,0,0,0,0,0
Centre,49-FERGUSON NORTHEAST 1,State Assembly,81,,Under Votes,12,5,7,0,0
Centre,50-FERGUSON NORTHEAST 2,Registered Voters,,,,1439,,,,
Centre,50-FERGUSON NORTHEAST 2,Ballots Cast,,,,809,379,426,4,0
Centre,50-FERGUSON NORTHEAST 2,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,50-FERGUSON NORTHEAST 2,President,,DEM,Joseph R. Biden,576,209,365,2,0
Centre,50-FERGUSON NORTHEAST 2,President,,REP,Donald J. Trump,212,158,52,2,0
Centre,50-FERGUSON NORTHEAST 2,President,,LIB,Jo Jorgensen,11,7,4,0,0
Centre,50-FERGUSON NORTHEAST 2,President,,,Write-ins,9,5,4,0,0
Centre,50-FERGUSON NORTHEAST 2,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,50-FERGUSON NORTHEAST 2,President,,,Write-In: Brian Carroll & variations,4,1,3,0,0
Centre,50-FERGUSON NORTHEAST 2,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,50-FERGUSON NORTHEAST 2,President,,,Write-In: Scattered,3,3,0,0,0
Centre,50-FERGUSON NORTHEAST 2,President,,,Write-In: Bernie Sanders & variations,0,0,0,0,0
Centre,50-FERGUSON NORTHEAST 2,President,,,Write-In: Howie Hawkins & variations,2,1,1,0,0
Centre,50-FERGUSON NORTHEAST 2,President,,,Not Assigned,0,0,0,0,0
Centre,50-FERGUSON NORTHEAST 2,President,,,Over Votes,0,0,0,0,0
Centre,50-FERGUSON NORTHEAST 2,President,,,Under Votes,1,0,1,0,0
Centre,50-FERGUSON NORTHEAST 2,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,536,195,340,1,0
Centre,50-FERGUSON NORTHEAST 2,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,215,153,60,2,0
Centre,50-FERGUSON NORTHEAST 2,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,23,17,5,1,0
Centre,50-FERGUSON NORTHEAST 2,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,21,9,12,0,0
Centre,50-FERGUSON NORTHEAST 2,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,50-FERGUSON NORTHEAST 2,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,50-FERGUSON NORTHEAST 2,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,50-FERGUSON NORTHEAST 2,ATTORNEY GENERAL,,,Under Votes,14,5,9,0,0
Centre,50-FERGUSON NORTHEAST 2,AUDITOR GENERAL,,DEM,NINA AHMAD,506,186,320,0,0
Centre,50-FERGUSON NORTHEAST 2,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,231,154,76,1,0
Centre,50-FERGUSON NORTHEAST 2,AUDITOR GENERAL,,LIB,JENNIFER MOORE,31,21,7,3,0
Centre,50-FERGUSON NORTHEAST 2,AUDITOR GENERAL,,GRN,OLIVIA FAISON,22,10,12,0,0
Centre,50-FERGUSON NORTHEAST 2,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,50-FERGUSON NORTHEAST 2,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,50-FERGUSON NORTHEAST 2,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,50-FERGUSON NORTHEAST 2,AUDITOR GENERAL,,,Under Votes,19,8,11,0,0
Centre,50-FERGUSON NORTHEAST 2,STATE TREASURER,,DEM,JOE TORSELLA,511,188,322,1,0
Centre,50-FERGUSON NORTHEAST 2,STATE TREASURER,,REP,STACY L GARRITY,212,148,62,2,0
Centre,50-FERGUSON NORTHEAST 2,STATE TREASURER,,LIB,JOE SOLOSKI,30,18,11,1,0
Centre,50-FERGUSON NORTHEAST 2,STATE TREASURER,,GRN,TIMOTHY RUNKLE,35,17,18,0,0
Centre,50-FERGUSON NORTHEAST 2,STATE TREASURER,,,Write-ins,0,0,0,0,0
Centre,50-FERGUSON NORTHEAST 2,STATE TREASURER,,,Not Assigned,0,0,0,0,0
Centre,50-FERGUSON NORTHEAST 2,STATE TREASURER,,,Over Votes,0,0,0,0,0
Centre,50-FERGUSON NORTHEAST 2,STATE TREASURER,,,Under Votes,21,8,13,0,0
Centre,50-FERGUSON NORTHEAST 2,U.S. House,12,DEM,LEE GRIFFIN,563,208,353,2,0
Centre,50-FERGUSON NORTHEAST 2,U.S. House,12,REP,FRED KELLER,224,161,61,2,0
Centre,50-FERGUSON NORTHEAST 2,U.S. House,12,,Write-ins,1,0,1,0,0
Centre,50-FERGUSON NORTHEAST 2,U.S. House,12,,Write-In: Liz Terwilliger & variations,0,0,0,0,0
Centre,50-FERGUSON NORTHEAST 2,U.S. House,12,,Not Assigned,1,0,1,0,0
Centre,50-FERGUSON NORTHEAST 2,U.S. House,12,,Over Votes,1,0,1,0,0
Centre,50-FERGUSON NORTHEAST 2,U.S. House,12,,Under Votes,20,10,10,0,0
Centre,50-FERGUSON NORTHEAST 2,State Assembly,77,DEM,H SCOTT CONKLIN,576,210,363,3,0
Centre,50-FERGUSON NORTHEAST 2,State Assembly,77,REP,STEVE YETSKO,215,161,53,1,0
Centre,50-FERGUSON NORTHEAST 2,State Assembly,77,,Write-ins,1,0,1,0,0
Centre,50-FERGUSON NORTHEAST 2,State Assembly,77,,Not Assigned,1,0,1,0,0
Centre,50-FERGUSON NORTHEAST 2,State Assembly,77,,Over Votes,0,0,0,0,0
Centre,50-FERGUSON NORTHEAST 2,State Assembly,77,,Under Votes,17,8,9,0,0
Centre,52-FERGUSON WEST,Registered Voters,,,,1299,,,,
Centre,52-FERGUSON WEST,Ballots Cast,,,,1163,759,400,4,0
Centre,52-FERGUSON WEST,Ballots Cast - Blank,,,,0,0,0,0,0
Centre,52-FERGUSON WEST,President,,DEM,Joseph R. Biden,484,202,280,2,0
Centre,52-FERGUSON WEST,President,,REP,Donald J. Trump,659,544,113,2,0
Centre,52-FERGUSON WEST,President,,LIB,Jo Jorgensen,14,9,5,0,0
Centre,52-FERGUSON WEST,President,,,Write-ins,4,2,2,0,0
Centre,52-FERGUSON WEST,President,,,Write-In: Andrew Yang & variations,0,0,0,0,0
Centre,52-FERGUSON WEST,President,,,Write-In: Brian Carroll & variations,0,0,0,0,0
Centre,52-FERGUSON WEST,President,,,Write-In: Jade Simmons & variations,0,0,0,0,0
Centre,52-FERGUSON WEST,President,,,Write-In: Scattered,3,1,2,0,0
Centre,52-FERGUSON WEST,President,,,Write-In: Bernie Sanders & variations,1,1,0,0,0
Centre,52-FERGUSON WEST,President,,,Write-In: Howie Hawkins & variations,0,0,0,0,0
Centre,52-FERGUSON WEST,President,,,Not Assigned,0,0,0,0,0
Centre,52-FERGUSON WEST,President,,,Over Votes,0,0,0,0,0
Centre,52-FERGUSON WEST,President,,,Under Votes,2,2,0,0,0
Centre,52-FERGUSON WEST,ATTORNEY GENERAL,,DEM,JOSH SHAPIRO,482,210,270,2,0
Centre,52-FERGUSON WEST,ATTORNEY GENERAL,,REP,HEATHER HEIDELBAUGH,632,522,108,2,0
Centre,52-FERGUSON WEST,ATTORNEY GENERAL,,LIB,DANIEL WASSMER,19,12,7,0,0
Centre,52-FERGUSON WEST,ATTORNEY GENERAL,,GRN,RICHARD L WEISS,10,6,4,0,0
Centre,52-FERGUSON WEST,ATTORNEY GENERAL,,,Write-ins,0,0,0,0,0
Centre,52-FERGUSON WEST,ATTORNEY GENERAL,,,Not Assigned,0,0,0,0,0
Centre,52-FERGUSON WEST,ATTORNEY GENERAL,,,Over Votes,0,0,0,0,0
Centre,52-FERGUSON WEST,ATTORNEY GENERAL,,,Under Votes,20,9,11,0,0
Centre,52-FERGUSON WEST,AUDITOR GENERAL,,DEM,NINA AHMAD,424,174,248,2,0
Centre,52-FERGUSON WEST,AUDITOR GENERAL,,REP,TIMOTHY DEFOOR,674,547,125,2,0
Centre,52-FERGUSON WEST,AUDITOR GENERAL,,LIB,JENNIFER MOORE,27,18,9,0,0
Centre,52-FERGUSON WEST,AUDITOR GENERAL,,GRN,OLIVIA FAISON,13,6,7,0,0
Centre,52-FERGUSON WEST,AUDITOR GENERAL,,,Write-ins,0,0,0,0,0
Centre,52-FERGUSON WEST,AUDITOR GENERAL,,,Not Assigned,0,0,0,0,0
Centre,52-FERGUSON WEST,AUDITOR GENERAL,,,Over Votes,0,0,0,0,0
Centre,52-FERGUSON WEST,AUDITOR GENERAL,,,Under Votes,25,14,11,0,0
Centre,52-FERGUSON WEST,STATE TREASURER,,DEM,JOE TORSELLA,464,204,258,2,0
Centre,52-FERGUSON WEST,STATE TREASURER,,REP,STACY L GARRITY,633,517,114,2,0
