county,precint,office,district,party,candidate,votes
Clearfield,DUBOIS CITY - 1ST WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,Write-In Totals,0
Clearfield,DUBOIS CITY - 1ST WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: SCATTERED,0
Clearfield,DUBOIS CITY - 1ST WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: RYAN GRIMM,0
Clearfield,DUBOIS CITY - 1ST WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,  Not Assigned,0
Clearfield,DUBOIS CITY - 2ND WARD,Registered Voters - Total, , ,Registered Voters - Total,"1,143"
Clearfield,DUBOIS CITY - 2ND WARD,Registered Voters - DEMOCRATIC, ,DEM,Registered Voters - DEMOCRATIC,480
Clearfield,DUBOIS CITY - 2ND WARD,Registered Voters - REPUBLICAN, ,REP,Registered Voters - REPUBLICAN,663
Clearfield,DUBOIS CITY - 2ND WARD,Registered Voters - NONPARTISAN, ,NPA,Registered Voters - NONPARTISAN,0
Clearfield,DUBOIS CITY - 2ND WARD,Ballots Cast - Total, , ,Ballots Cast - Total,466
Clearfield,DUBOIS CITY - 2ND WARD,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,143
Clearfield,DUBOIS CITY - 2ND WARD,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,323
Clearfield,DUBOIS CITY - 2ND WARD,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Clearfield,DUBOIS CITY - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,31
Clearfield,DUBOIS CITY - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R BIDEN,93
Clearfield,DUBOIS CITY - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,9
Clearfield,DUBOIS CITY - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,7
Clearfield,DUBOIS CITY - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: DONALD J TRUMP,5
Clearfield,DUBOIS CITY - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: SCATTERED,2
Clearfield,DUBOIS CITY - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,DEM,  Not Assigned,0
Clearfield,DUBOIS CITY - 2ND WARD,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,132
Clearfield,DUBOIS CITY - 2ND WARD,ATTORNEY GENERAL, ,DEM,Write-In Totals,1
Clearfield,DUBOIS CITY - 2ND WARD,ATTORNEY GENERAL, ,DEM,   Write-In: SCATTERED,1
Clearfield,DUBOIS CITY - 2ND WARD,ATTORNEY GENERAL, ,DEM,   Write-In: HEATHER HEIDELBAUGH,0
Clearfield,DUBOIS CITY - 2ND WARD,ATTORNEY GENERAL, ,DEM,  Not Assigned,0
Clearfield,DUBOIS CITY - 2ND WARD,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,84
Clearfield,DUBOIS CITY - 2ND WARD,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,29
Clearfield,DUBOIS CITY - 2ND WARD,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,7
Clearfield,DUBOIS CITY - 2ND WARD,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,7
Clearfield,DUBOIS CITY - 2ND WARD,AUDITOR GENERAL, ,DEM,NINA AHMAD,4
Clearfield,DUBOIS CITY - 2ND WARD,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,6
Clearfield,DUBOIS CITY - 2ND WARD,AUDITOR GENERAL, ,DEM,Write-In Totals,0
Clearfield,DUBOIS CITY - 2ND WARD,AUDITOR GENERAL, ,DEM,   Write-In: TIMOTHY DEFOOR,0
Clearfield,DUBOIS CITY - 2ND WARD,AUDITOR GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,DUBOIS CITY - 2ND WARD,AUDITOR GENERAL, ,DEM,  Not Assigned,0
Clearfield,DUBOIS CITY - 2ND WARD,STATE TREASURER, ,DEM,JOE TORSELLA,126
Clearfield,DUBOIS CITY - 2ND WARD,STATE TREASURER, ,DEM,Write-In Totals,1
Clearfield,DUBOIS CITY - 2ND WARD,STATE TREASURER, ,DEM,   Write-In: STACEY GARRITY,0
Clearfield,DUBOIS CITY - 2ND WARD,STATE TREASURER, ,DEM,   Write-In: SCATTERED,1
Clearfield,DUBOIS CITY - 2ND WARD,STATE TREASURER, ,DEM,  Not Assigned,0
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,DEM,ROBERT WILLIAMS,126
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,2
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: GLENN GT THOMPSON,0
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: SCATTERED,2
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,DEM,  Not Assigned,0
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,RYAN GRIMM,122
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,Write-In Totals,5
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MICHAEL CLEMENT,2
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: SCATTERED,1
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MIKE ARMANINI,0
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: LISA A LABRASCA BECKER,2
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,  Not Assigned,0
Clearfield,DUBOIS CITY - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J TRUMP,296
Clearfield,DUBOIS CITY - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,7
Clearfield,DUBOIS CITY - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,12
Clearfield,DUBOIS CITY - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,3
Clearfield,DUBOIS CITY - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: BERNIE SANDERS,0
Clearfield,DUBOIS CITY - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: JOSEPH BIDEN,2
Clearfield,DUBOIS CITY - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: SCATTERED,1
Clearfield,DUBOIS CITY - 2ND WARD,PRESIDENT OF THE UNITED STATES, ,REP,  Not Assigned,0
Clearfield,DUBOIS CITY - 2ND WARD,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,287
Clearfield,DUBOIS CITY - 2ND WARD,ATTORNEY GENERAL, ,REP,Write-In Totals,2
Clearfield,DUBOIS CITY - 2ND WARD,ATTORNEY GENERAL, ,REP,   Write-In: SCATTERED,2
Clearfield,DUBOIS CITY - 2ND WARD,ATTORNEY GENERAL, ,REP,   Write-In: JOSH SHAPIRO,0
Clearfield,DUBOIS CITY - 2ND WARD,ATTORNEY GENERAL, ,REP,  Not Assigned,0
Clearfield,DUBOIS CITY - 2ND WARD,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,274
Clearfield,DUBOIS CITY - 2ND WARD,AUDITOR GENERAL, ,REP,Write-In Totals,3
Clearfield,DUBOIS CITY - 2ND WARD,AUDITOR GENERAL, ,REP,   Write-In: NINA AHMAD,0
Clearfield,DUBOIS CITY - 2ND WARD,AUDITOR GENERAL, ,REP,   Write-In: TRACIE FOUNTAIN,0
Clearfield,DUBOIS CITY - 2ND WARD,AUDITOR GENERAL, ,REP,   Write-In: SCATTERED,3
Clearfield,DUBOIS CITY - 2ND WARD,AUDITOR GENERAL, ,REP,   Write-In: MICHAEL LAMB,0
Clearfield,DUBOIS CITY - 2ND WARD,AUDITOR GENERAL, ,REP,   Write-In: SCOTT CONKLIN,0
Clearfield,DUBOIS CITY - 2ND WARD,AUDITOR GENERAL, ,REP,  Not Assigned,0
Clearfield,DUBOIS CITY - 2ND WARD,STATE TREASURER, ,REP,STACY L GARRITY,280
Clearfield,DUBOIS CITY - 2ND WARD,STATE TREASURER, ,REP,Write-In Totals,2
Clearfield,DUBOIS CITY - 2ND WARD,STATE TREASURER, ,REP,   Write-In: JOE TORSELLA,0
Clearfield,DUBOIS CITY - 2ND WARD,STATE TREASURER, ,REP,   Write-In: SCATTERED,2
Clearfield,DUBOIS CITY - 2ND WARD,STATE TREASURER, ,REP,  Not Assigned,0
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,REP,GLENN GT THOMPSON,299
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,2
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: ROBERT WILLIAMS,0
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: SCATTERED,2
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN CONGRESS, ,REP,  Not Assigned,0
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MIKE ARMANINI,74
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MICHAEL CLEMENT,86
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,LISA A LABRASCA BECKER,161
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,Write-In Totals,0
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: SCATTERED,0
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: RYAN GRIMM,0
Clearfield,DUBOIS CITY - 2ND WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,  Not Assigned,0
Clearfield,DUBOIS CITY - 3RD WARD,Registered Voters - Total, , ,Registered Voters - Total,"1,177"
Clearfield,DUBOIS CITY - 3RD WARD,Registered Voters - DEMOCRATIC, ,DEM,Registered Voters - DEMOCRATIC,424
Clearfield,DUBOIS CITY - 3RD WARD,Registered Voters - REPUBLICAN, ,REP,Registered Voters - REPUBLICAN,753
Clearfield,DUBOIS CITY - 3RD WARD,Registered Voters - NONPARTISAN, ,NPA,Registered Voters - NONPARTISAN,0
Clearfield,DUBOIS CITY - 3RD WARD,Ballots Cast - Total, , ,Ballots Cast - Total,606
Clearfield,DUBOIS CITY - 3RD WARD,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,185
Clearfield,DUBOIS CITY - 3RD WARD,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,421
Clearfield,DUBOIS CITY - 3RD WARD,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Clearfield,DUBOIS CITY - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,28
Clearfield,DUBOIS CITY - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R BIDEN,139
Clearfield,DUBOIS CITY - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,11
Clearfield,DUBOIS CITY - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,1
Clearfield,DUBOIS CITY - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: DONALD J TRUMP,1
Clearfield,DUBOIS CITY - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: SCATTERED,0
Clearfield,DUBOIS CITY - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,DEM,  Not Assigned,0
Clearfield,DUBOIS CITY - 3RD WARD,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,168
Clearfield,DUBOIS CITY - 3RD WARD,ATTORNEY GENERAL, ,DEM,Write-In Totals,0
Clearfield,DUBOIS CITY - 3RD WARD,ATTORNEY GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,DUBOIS CITY - 3RD WARD,ATTORNEY GENERAL, ,DEM,   Write-In: HEATHER HEIDELBAUGH,0
Clearfield,DUBOIS CITY - 3RD WARD,ATTORNEY GENERAL, ,DEM,  Not Assigned,0
Clearfield,DUBOIS CITY - 3RD WARD,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,108
Clearfield,DUBOIS CITY - 3RD WARD,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,35
Clearfield,DUBOIS CITY - 3RD WARD,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,8
Clearfield,DUBOIS CITY - 3RD WARD,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,3
Clearfield,DUBOIS CITY - 3RD WARD,AUDITOR GENERAL, ,DEM,NINA AHMAD,18
Clearfield,DUBOIS CITY - 3RD WARD,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,6
Clearfield,DUBOIS CITY - 3RD WARD,AUDITOR GENERAL, ,DEM,Write-In Totals,0
Clearfield,DUBOIS CITY - 3RD WARD,AUDITOR GENERAL, ,DEM,   Write-In: TIMOTHY DEFOOR,0
Clearfield,DUBOIS CITY - 3RD WARD,AUDITOR GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,DUBOIS CITY - 3RD WARD,AUDITOR GENERAL, ,DEM,  Not Assigned,0
Clearfield,DUBOIS CITY - 3RD WARD,STATE TREASURER, ,DEM,JOE TORSELLA,172
Clearfield,DUBOIS CITY - 3RD WARD,STATE TREASURER, ,DEM,Write-In Totals,0
Clearfield,DUBOIS CITY - 3RD WARD,STATE TREASURER, ,DEM,   Write-In: STACEY GARRITY,0
Clearfield,DUBOIS CITY - 3RD WARD,STATE TREASURER, ,DEM,   Write-In: SCATTERED,0
Clearfield,DUBOIS CITY - 3RD WARD,STATE TREASURER, ,DEM,  Not Assigned,0
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN CONGRESS, ,DEM,ROBERT WILLIAMS,170
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,3
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: GLENN GT THOMPSON,0
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: SCATTERED,3
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN CONGRESS, ,DEM,  Not Assigned,0
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,RYAN GRIMM,165
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,Write-In Totals,7
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MICHAEL CLEMENT,0
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: SCATTERED,0
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MIKE ARMANINI,0
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: LISA A LABRASCA BECKER,7
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,  Not Assigned,0
Clearfield,DUBOIS CITY - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J TRUMP,378
Clearfield,DUBOIS CITY - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,7
Clearfield,DUBOIS CITY - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,17
Clearfield,DUBOIS CITY - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,4
Clearfield,DUBOIS CITY - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: BERNIE SANDERS,0
Clearfield,DUBOIS CITY - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: JOSEPH BIDEN,1
Clearfield,DUBOIS CITY - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,REP,   Write-In: SCATTERED,3
Clearfield,DUBOIS CITY - 3RD WARD,PRESIDENT OF THE UNITED STATES, ,REP,  Not Assigned,0
Clearfield,DUBOIS CITY - 3RD WARD,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,346
Clearfield,DUBOIS CITY - 3RD WARD,ATTORNEY GENERAL, ,REP,Write-In Totals,3
Clearfield,DUBOIS CITY - 3RD WARD,ATTORNEY GENERAL, ,REP,   Write-In: SCATTERED,3
Clearfield,DUBOIS CITY - 3RD WARD,ATTORNEY GENERAL, ,REP,   Write-In: JOSH SHAPIRO,0
Clearfield,DUBOIS CITY - 3RD WARD,ATTORNEY GENERAL, ,REP,  Not Assigned,0
Clearfield,DUBOIS CITY - 3RD WARD,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,335
Clearfield,DUBOIS CITY - 3RD WARD,AUDITOR GENERAL, ,REP,Write-In Totals,1
Clearfield,DUBOIS CITY - 3RD WARD,AUDITOR GENERAL, ,REP,   Write-In: NINA AHMAD,0
Clearfield,DUBOIS CITY - 3RD WARD,AUDITOR GENERAL, ,REP,   Write-In: TRACIE FOUNTAIN,0
Clearfield,DUBOIS CITY - 3RD WARD,AUDITOR GENERAL, ,REP,   Write-In: SCATTERED,1
Clearfield,DUBOIS CITY - 3RD WARD,AUDITOR GENERAL, ,REP,   Write-In: MICHAEL LAMB,0
Clearfield,DUBOIS CITY - 3RD WARD,AUDITOR GENERAL, ,REP,   Write-In: SCOTT CONKLIN,0
Clearfield,DUBOIS CITY - 3RD WARD,AUDITOR GENERAL, ,REP,  Not Assigned,0
Clearfield,DUBOIS CITY - 3RD WARD,STATE TREASURER, ,REP,STACY L GARRITY,344
Clearfield,DUBOIS CITY - 3RD WARD,STATE TREASURER, ,REP,Write-In Totals,1
Clearfield,DUBOIS CITY - 3RD WARD,STATE TREASURER, ,REP,   Write-In: JOE TORSELLA,0
Clearfield,DUBOIS CITY - 3RD WARD,STATE TREASURER, ,REP,   Write-In: SCATTERED,1
Clearfield,DUBOIS CITY - 3RD WARD,STATE TREASURER, ,REP,  Not Assigned,0
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN CONGRESS, ,REP,GLENN GT THOMPSON,376
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,4
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: ROBERT WILLIAMS,0
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN CONGRESS, ,REP,   Write-In: SCATTERED,4
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN CONGRESS, ,REP,  Not Assigned,0
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MIKE ARMANINI,113
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,MICHAEL CLEMENT,84
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,LISA A LABRASCA BECKER,222
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,Write-In Totals,0
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: SCATTERED,0
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,   Write-In: RYAN GRIMM,0
Clearfield,DUBOIS CITY - 3RD WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,REP,  Not Assigned,0
Clearfield,DUBOIS CITY - 4TH WARD,Registered Voters - Total, , ,Registered Voters - Total,543
Clearfield,DUBOIS CITY - 4TH WARD,Registered Voters - DEMOCRATIC, ,DEM,Registered Voters - DEMOCRATIC,222
Clearfield,DUBOIS CITY - 4TH WARD,Registered Voters - REPUBLICAN, ,REP,Registered Voters - REPUBLICAN,321
Clearfield,DUBOIS CITY - 4TH WARD,Registered Voters - NONPARTISAN, ,NPA,Registered Voters - NONPARTISAN,0
Clearfield,DUBOIS CITY - 4TH WARD,Ballots Cast - Total, , ,Ballots Cast - Total,200
Clearfield,DUBOIS CITY - 4TH WARD,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,58
Clearfield,DUBOIS CITY - 4TH WARD,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,142
Clearfield,DUBOIS CITY - 4TH WARD,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Clearfield,DUBOIS CITY - 4TH WARD,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,10
Clearfield,DUBOIS CITY - 4TH WARD,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R BIDEN,39
Clearfield,DUBOIS CITY - 4TH WARD,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,4
Clearfield,DUBOIS CITY - 4TH WARD,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,3
Clearfield,DUBOIS CITY - 4TH WARD,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: DONALD J TRUMP,3
Clearfield,DUBOIS CITY - 4TH WARD,PRESIDENT OF THE UNITED STATES, ,DEM,   Write-In: SCATTERED,0
Clearfield,DUBOIS CITY - 4TH WARD,PRESIDENT OF THE UNITED STATES, ,DEM,  Not Assigned,0
Clearfield,DUBOIS CITY - 4TH WARD,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,50
Clearfield,DUBOIS CITY - 4TH WARD,ATTORNEY GENERAL, ,DEM,Write-In Totals,1
Clearfield,DUBOIS CITY - 4TH WARD,ATTORNEY GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,DUBOIS CITY - 4TH WARD,ATTORNEY GENERAL, ,DEM,   Write-In: HEATHER HEIDELBAUGH,1
Clearfield,DUBOIS CITY - 4TH WARD,ATTORNEY GENERAL, ,DEM,  Not Assigned,0
Clearfield,DUBOIS CITY - 4TH WARD,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,27
Clearfield,DUBOIS CITY - 4TH WARD,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,8
Clearfield,DUBOIS CITY - 4TH WARD,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,5
Clearfield,DUBOIS CITY - 4TH WARD,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,2
Clearfield,DUBOIS CITY - 4TH WARD,AUDITOR GENERAL, ,DEM,NINA AHMAD,7
Clearfield,DUBOIS CITY - 4TH WARD,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,6
Clearfield,DUBOIS CITY - 4TH WARD,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Clearfield,DUBOIS CITY - 4TH WARD,AUDITOR GENERAL, ,DEM,   Write-In: TIMOTHY DEFOOR,1
Clearfield,DUBOIS CITY - 4TH WARD,AUDITOR GENERAL, ,DEM,   Write-In: SCATTERED,0
Clearfield,DUBOIS CITY - 4TH WARD,AUDITOR GENERAL, ,DEM,  Not Assigned,0
Clearfield,DUBOIS CITY - 4TH WARD,STATE TREASURER, ,DEM,JOE TORSELLA,48
Clearfield,DUBOIS CITY - 4TH WARD,STATE TREASURER, ,DEM,Write-In Totals,2
Clearfield,DUBOIS CITY - 4TH WARD,STATE TREASURER, ,DEM,   Write-In: STACEY GARRITY,1
Clearfield,DUBOIS CITY - 4TH WARD,STATE TREASURER, ,DEM,   Write-In: SCATTERED,1
Clearfield,DUBOIS CITY - 4TH WARD,STATE TREASURER, ,DEM,  Not Assigned,0
Clearfield,DUBOIS CITY - 4TH WARD,REPRESENTATIVE IN CONGRESS, ,DEM,ROBERT WILLIAMS,50
Clearfield,DUBOIS CITY - 4TH WARD,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,3
Clearfield,DUBOIS CITY - 4TH WARD,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: GLENN GT THOMPSON,1
Clearfield,DUBOIS CITY - 4TH WARD,REPRESENTATIVE IN CONGRESS, ,DEM,   Write-In: SCATTERED,2
Clearfield,DUBOIS CITY - 4TH WARD,REPRESENTATIVE IN CONGRESS, ,DEM,  Not Assigned,0
Clearfield,DUBOIS CITY - 4TH WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,RYAN GRIMM,48
Clearfield,DUBOIS CITY - 4TH WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,Write-In Totals,2
Clearfield,DUBOIS CITY - 4TH WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MICHAEL CLEMENT,0
Clearfield,DUBOIS CITY - 4TH WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: SCATTERED,0
Clearfield,DUBOIS CITY - 4TH WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: MIKE ARMANINI,1
Clearfield,DUBOIS CITY - 4TH WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,   Write-In: LISA A LABRASCA BECKER,1
Clearfield,DUBOIS CITY - 4TH WARD,REPRESENTATIVE IN THE GENERAL ASSEMBLY HOUSE 75TH, ,DEM,  Not Assigned,0
Clearfield,DUBOIS CITY - 4TH WARD,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J TRUMP,135
