county,precint,office,district,party,candidate,votes
Beaver,VANPORT TWP,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,VANPORT TWP,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,VANPORT TWP,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,33
Beaver,VANPORT TWP,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,195
Beaver,VANPORT TWP,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,7
Beaver,VANPORT TWP,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,32
Beaver,VANPORT TWP,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,236
Beaver,VANPORT TWP,ATTORNEY GENERAL, ,DEM,Write-In Totals,7
Beaver,VANPORT TWP,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,12
Beaver,VANPORT TWP,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,179
Beaver,VANPORT TWP,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,11
Beaver,VANPORT TWP,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,8
Beaver,VANPORT TWP,AUDITOR GENERAL, ,DEM,NINA AHMAD,17
Beaver,VANPORT TWP,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,23
Beaver,VANPORT TWP,AUDITOR GENERAL, ,DEM,Write-In Totals,8
Beaver,VANPORT TWP,STATE TREASURER, ,DEM,JOE TORSELLA,228
Beaver,VANPORT TWP,STATE TREASURER, ,DEM,Write-In Totals,8
Beaver,VANPORT TWP,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,247
Beaver,VANPORT TWP,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,9
Beaver,VANPORT TWP,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,DEM,BOB WILLIAMS,246
Beaver,VANPORT TWP,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,DEM,Write-In Totals,15
Beaver,VANPORT TWP,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,121
Beaver,VANPORT TWP,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,1
Beaver,VANPORT TWP,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,5
Beaver,VANPORT TWP,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,3
Beaver,VANPORT TWP,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,117
Beaver,VANPORT TWP,ATTORNEY GENERAL, ,REP,Write-In Totals,1
Beaver,VANPORT TWP,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,115
Beaver,VANPORT TWP,AUDITOR GENERAL, ,REP,Write-In Totals,2
Beaver,VANPORT TWP,STATE TREASURER, ,REP,STACY L. GARRITY,116
Beaver,VANPORT TWP,STATE TREASURER, ,REP,Write-In Totals,1
Beaver,VANPORT TWP,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,117
Beaver,VANPORT TWP,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,2
Beaver,VANPORT TWP,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,REP,JOSHUA D. KAIL,128
Beaver,VANPORT TWP,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,REP,Write-In Totals,1
Beaver,BRIDGEWATER BORO,Ballots Cast - Total, , ,Ballots Cast - Total,195
Beaver,BRIDGEWATER BORO,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,109
Beaver,BRIDGEWATER BORO,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,86
Beaver,BRIDGEWATER BORO,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,BRIDGEWATER BORO,Ballots Cast - Blank, , ,Ballots Cast - Blank,1
Beaver,BRIDGEWATER BORO,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,20
Beaver,BRIDGEWATER BORO,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,74
Beaver,BRIDGEWATER BORO,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,4
Beaver,BRIDGEWATER BORO,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,9
Beaver,BRIDGEWATER BORO,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,97
Beaver,BRIDGEWATER BORO,ATTORNEY GENERAL, ,DEM,Write-In Totals,3
Beaver,BRIDGEWATER BORO,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,2
Beaver,BRIDGEWATER BORO,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,72
Beaver,BRIDGEWATER BORO,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,5
Beaver,BRIDGEWATER BORO,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,2
Beaver,BRIDGEWATER BORO,AUDITOR GENERAL, ,DEM,NINA AHMAD,9
Beaver,BRIDGEWATER BORO,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,11
Beaver,BRIDGEWATER BORO,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Beaver,BRIDGEWATER BORO,STATE TREASURER, ,DEM,JOE TORSELLA,98
Beaver,BRIDGEWATER BORO,STATE TREASURER, ,DEM,Write-In Totals,2
Beaver,BRIDGEWATER BORO,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,104
Beaver,BRIDGEWATER BORO,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,1
Beaver,BRIDGEWATER BORO,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,DEM,ZACHARY WILSON,100
Beaver,BRIDGEWATER BORO,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,DEM,Write-In Totals,1
Beaver,BRIDGEWATER BORO,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,75
Beaver,BRIDGEWATER BORO,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,3
Beaver,BRIDGEWATER BORO,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,1
Beaver,BRIDGEWATER BORO,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,5
Beaver,BRIDGEWATER BORO,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,75
Beaver,BRIDGEWATER BORO,ATTORNEY GENERAL, ,REP,Write-In Totals,1
Beaver,BRIDGEWATER BORO,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,71
Beaver,BRIDGEWATER BORO,AUDITOR GENERAL, ,REP,Write-In Totals,1
Beaver,BRIDGEWATER BORO,STATE TREASURER, ,REP,STACY L. GARRITY,73
Beaver,BRIDGEWATER BORO,STATE TREASURER, ,REP,Write-In Totals,1
Beaver,BRIDGEWATER BORO,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,78
Beaver,BRIDGEWATER BORO,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,1
Beaver,BRIDGEWATER BORO,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,REP,JIM MARSHALL,81
Beaver,BRIDGEWATER BORO,REP IN THE GENERAL ASSEMBLY 14TH DISTRICT, ,REP,Write-In Totals,0
Beaver,BRIGHTON TWP 1,Ballots Cast - Total, , ,Ballots Cast - Total,346
Beaver,BRIGHTON TWP 1,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,176
Beaver,BRIGHTON TWP 1,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,170
Beaver,BRIGHTON TWP 1,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,BRIGHTON TWP 1,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,BRIGHTON TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,30
Beaver,BRIGHTON TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,125
Beaver,BRIGHTON TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,5
Beaver,BRIGHTON TWP 1,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,9
Beaver,BRIGHTON TWP 1,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,159
Beaver,BRIGHTON TWP 1,ATTORNEY GENERAL, ,DEM,Write-In Totals,2
Beaver,BRIGHTON TWP 1,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,5
Beaver,BRIGHTON TWP 1,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,126
Beaver,BRIGHTON TWP 1,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,6
Beaver,BRIGHTON TWP 1,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,4
Beaver,BRIGHTON TWP 1,AUDITOR GENERAL, ,DEM,NINA AHMAD,9
Beaver,BRIGHTON TWP 1,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,14
Beaver,BRIGHTON TWP 1,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Beaver,BRIGHTON TWP 1,STATE TREASURER, ,DEM,JOE TORSELLA,152
Beaver,BRIGHTON TWP 1,STATE TREASURER, ,DEM,Write-In Totals,1
Beaver,BRIGHTON TWP 1,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,166
Beaver,BRIGHTON TWP 1,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,4
Beaver,BRIGHTON TWP 1,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,DEM,BOB WILLIAMS,159
Beaver,BRIGHTON TWP 1,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,DEM,Write-In Totals,4
Beaver,BRIGHTON TWP 1,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,146
Beaver,BRIGHTON TWP 1,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,4
Beaver,BRIGHTON TWP 1,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,7
Beaver,BRIGHTON TWP 1,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,7
Beaver,BRIGHTON TWP 1,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,143
Beaver,BRIGHTON TWP 1,ATTORNEY GENERAL, ,REP,Write-In Totals,4
Beaver,BRIGHTON TWP 1,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,143
Beaver,BRIGHTON TWP 1,AUDITOR GENERAL, ,REP,Write-In Totals,1
Beaver,BRIGHTON TWP 1,STATE TREASURER, ,REP,STACY L. GARRITY,144
Beaver,BRIGHTON TWP 1,STATE TREASURER, ,REP,Write-In Totals,1
Beaver,BRIGHTON TWP 1,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,146
Beaver,BRIGHTON TWP 1,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,1
Beaver,BRIGHTON TWP 1,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,REP,JOSHUA D. KAIL,157
Beaver,BRIGHTON TWP 1,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,REP,Write-In Totals,0
Beaver,BRIGHTON TWP 2,Ballots Cast - Total, , ,Ballots Cast - Total,446
Beaver,BRIGHTON TWP 2,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,227
Beaver,BRIGHTON TWP 2,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,219
Beaver,BRIGHTON TWP 2,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,BRIGHTON TWP 2,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,BRIGHTON TWP 2,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,32
Beaver,BRIGHTON TWP 2,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,160
Beaver,BRIGHTON TWP 2,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,15
Beaver,BRIGHTON TWP 2,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,13
Beaver,BRIGHTON TWP 2,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,202
Beaver,BRIGHTON TWP 2,ATTORNEY GENERAL, ,DEM,Write-In Totals,4
Beaver,BRIGHTON TWP 2,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,12
Beaver,BRIGHTON TWP 2,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,152
Beaver,BRIGHTON TWP 2,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,7
Beaver,BRIGHTON TWP 2,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,7
Beaver,BRIGHTON TWP 2,AUDITOR GENERAL, ,DEM,NINA AHMAD,16
Beaver,BRIGHTON TWP 2,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,15
Beaver,BRIGHTON TWP 2,AUDITOR GENERAL, ,DEM,Write-In Totals,3
Beaver,BRIGHTON TWP 2,STATE TREASURER, ,DEM,JOE TORSELLA,195
Beaver,BRIGHTON TWP 2,STATE TREASURER, ,DEM,Write-In Totals,5
Beaver,BRIGHTON TWP 2,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,205
Beaver,BRIGHTON TWP 2,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,9
Beaver,BRIGHTON TWP 2,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,DEM,BOB WILLIAMS,205
Beaver,BRIGHTON TWP 2,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,DEM,Write-In Totals,5
Beaver,BRIGHTON TWP 2,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,190
Beaver,BRIGHTON TWP 2,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,3
Beaver,BRIGHTON TWP 2,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,9
Beaver,BRIGHTON TWP 2,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,10
Beaver,BRIGHTON TWP 2,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,188
Beaver,BRIGHTON TWP 2,ATTORNEY GENERAL, ,REP,Write-In Totals,2
Beaver,BRIGHTON TWP 2,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,188
Beaver,BRIGHTON TWP 2,AUDITOR GENERAL, ,REP,Write-In Totals,0
Beaver,BRIGHTON TWP 2,STATE TREASURER, ,REP,STACY L. GARRITY,189
Beaver,BRIGHTON TWP 2,STATE TREASURER, ,REP,Write-In Totals,1
Beaver,BRIGHTON TWP 2,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,194
Beaver,BRIGHTON TWP 2,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,0
Beaver,BRIGHTON TWP 2,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,REP,JOSHUA D. KAIL,209
Beaver,BRIGHTON TWP 2,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,REP,Write-In Totals,0
Beaver,BRIGHTON TWP 3,Ballots Cast - Total, , ,Ballots Cast - Total,344
Beaver,BRIGHTON TWP 3,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,183
Beaver,BRIGHTON TWP 3,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,161
Beaver,BRIGHTON TWP 3,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,BRIGHTON TWP 3,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,BRIGHTON TWP 3,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,23
Beaver,BRIGHTON TWP 3,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,131
Beaver,BRIGHTON TWP 3,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,18
Beaver,BRIGHTON TWP 3,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,5
Beaver,BRIGHTON TWP 3,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,167
Beaver,BRIGHTON TWP 3,ATTORNEY GENERAL, ,DEM,Write-In Totals,3
Beaver,BRIGHTON TWP 3,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,12
Beaver,BRIGHTON TWP 3,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,129
Beaver,BRIGHTON TWP 3,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,3
Beaver,BRIGHTON TWP 3,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,3
Beaver,BRIGHTON TWP 3,AUDITOR GENERAL, ,DEM,NINA AHMAD,17
Beaver,BRIGHTON TWP 3,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,12
Beaver,BRIGHTON TWP 3,AUDITOR GENERAL, ,DEM,Write-In Totals,2
Beaver,BRIGHTON TWP 3,STATE TREASURER, ,DEM,JOE TORSELLA,167
Beaver,BRIGHTON TWP 3,STATE TREASURER, ,DEM,Write-In Totals,2
Beaver,BRIGHTON TWP 3,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,166
Beaver,BRIGHTON TWP 3,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,8
Beaver,BRIGHTON TWP 3,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,DEM,BOB WILLIAMS,174
Beaver,BRIGHTON TWP 3,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,DEM,Write-In Totals,2
Beaver,BRIGHTON TWP 3,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,151
Beaver,BRIGHTON TWP 3,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,1
Beaver,BRIGHTON TWP 3,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,6
Beaver,BRIGHTON TWP 3,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,3
Beaver,BRIGHTON TWP 3,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,144
Beaver,BRIGHTON TWP 3,ATTORNEY GENERAL, ,REP,Write-In Totals,1
Beaver,BRIGHTON TWP 3,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,138
Beaver,BRIGHTON TWP 3,AUDITOR GENERAL, ,REP,Write-In Totals,0
Beaver,BRIGHTON TWP 3,STATE TREASURER, ,REP,STACY L. GARRITY,143
Beaver,BRIGHTON TWP 3,STATE TREASURER, ,REP,Write-In Totals,1
Beaver,BRIGHTON TWP 3,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,145
Beaver,BRIGHTON TWP 3,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,2
Beaver,BRIGHTON TWP 3,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,REP,JOSHUA D. KAIL,154
Beaver,BRIGHTON TWP 3,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,REP,Write-In Totals,1
Beaver,BRIGHTON TWP 4,Ballots Cast - Total, , ,Ballots Cast - Total,408
Beaver,BRIGHTON TWP 4,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,197
Beaver,BRIGHTON TWP 4,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,211
Beaver,BRIGHTON TWP 4,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,BRIGHTON TWP 4,Ballots Cast - Blank, , ,Ballots Cast - Blank,4
Beaver,BRIGHTON TWP 4,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,26
Beaver,BRIGHTON TWP 4,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,142
Beaver,BRIGHTON TWP 4,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,12
Beaver,BRIGHTON TWP 4,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,8
Beaver,BRIGHTON TWP 4,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,171
Beaver,BRIGHTON TWP 4,ATTORNEY GENERAL, ,DEM,Write-In Totals,1
Beaver,BRIGHTON TWP 4,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,4
Beaver,BRIGHTON TWP 4,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,141
Beaver,BRIGHTON TWP 4,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,7
Beaver,BRIGHTON TWP 4,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,6
Beaver,BRIGHTON TWP 4,AUDITOR GENERAL, ,DEM,NINA AHMAD,13
Beaver,BRIGHTON TWP 4,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,10
Beaver,BRIGHTON TWP 4,AUDITOR GENERAL, ,DEM,Write-In Totals,0
Beaver,BRIGHTON TWP 4,STATE TREASURER, ,DEM,JOE TORSELLA,160
Beaver,BRIGHTON TWP 4,STATE TREASURER, ,DEM,Write-In Totals,1
Beaver,BRIGHTON TWP 4,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,187
Beaver,BRIGHTON TWP 4,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,0
Beaver,BRIGHTON TWP 4,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,DEM,BOB WILLIAMS,174
Beaver,BRIGHTON TWP 4,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,DEM,Write-In Totals,2
Beaver,BRIGHTON TWP 4,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,185
Beaver,BRIGHTON TWP 4,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,2
Beaver,BRIGHTON TWP 4,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,12
Beaver,BRIGHTON TWP 4,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,7
Beaver,BRIGHTON TWP 4,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,187
Beaver,BRIGHTON TWP 4,ATTORNEY GENERAL, ,REP,Write-In Totals,3
Beaver,BRIGHTON TWP 4,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,187
Beaver,BRIGHTON TWP 4,AUDITOR GENERAL, ,REP,Write-In Totals,1
Beaver,BRIGHTON TWP 4,STATE TREASURER, ,REP,STACY L. GARRITY,187
Beaver,BRIGHTON TWP 4,STATE TREASURER, ,REP,Write-In Totals,2
Beaver,BRIGHTON TWP 4,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,188
Beaver,BRIGHTON TWP 4,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,2
Beaver,BRIGHTON TWP 4,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,REP,JOSHUA D. KAIL,201
Beaver,BRIGHTON TWP 4,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,REP,Write-In Totals,2
Beaver,BRIGHTON TWP 5,Ballots Cast - Total, , ,Ballots Cast - Total,546
Beaver,BRIGHTON TWP 5,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,268
Beaver,BRIGHTON TWP 5,Ballots Cast - REPUBLICAN, ,REP,Ballots Cast - REPUBLICAN,278
Beaver,BRIGHTON TWP 5,Ballots Cast - NONPARTISAN, ,NPA,Ballots Cast - NONPARTISAN,0
Beaver,BRIGHTON TWP 5,Ballots Cast - Blank, , ,Ballots Cast - Blank,0
Beaver,BRIGHTON TWP 5,PRESIDENT OF THE UNITED STATES, ,DEM,BERNIE SANDERS,42
Beaver,BRIGHTON TWP 5,PRESIDENT OF THE UNITED STATES, ,DEM,JOSEPH R. BIDEN,199
Beaver,BRIGHTON TWP 5,PRESIDENT OF THE UNITED STATES, ,DEM,TULSI GABBARD,13
Beaver,BRIGHTON TWP 5,PRESIDENT OF THE UNITED STATES, ,DEM,Write-In Totals,12
Beaver,BRIGHTON TWP 5,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,244
Beaver,BRIGHTON TWP 5,ATTORNEY GENERAL, ,DEM,Write-In Totals,6
Beaver,BRIGHTON TWP 5,AUDITOR GENERAL, ,DEM,H. SCOTT CONKLIN,10
Beaver,BRIGHTON TWP 5,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,179
Beaver,BRIGHTON TWP 5,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,12
Beaver,BRIGHTON TWP 5,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,7
Beaver,BRIGHTON TWP 5,AUDITOR GENERAL, ,DEM,NINA AHMAD,33
Beaver,BRIGHTON TWP 5,AUDITOR GENERAL, ,DEM,CHRISTINA M. HARTMAN,17
Beaver,BRIGHTON TWP 5,AUDITOR GENERAL, ,DEM,Write-In Totals,1
Beaver,BRIGHTON TWP 5,STATE TREASURER, ,DEM,JOE TORSELLA,237
Beaver,BRIGHTON TWP 5,STATE TREASURER, ,DEM,Write-In Totals,2
Beaver,BRIGHTON TWP 5,REPRESENTATIVE IN CONGRESS, ,DEM,CONOR LAMB,248
Beaver,BRIGHTON TWP 5,REPRESENTATIVE IN CONGRESS, ,DEM,Write-In Totals,3
Beaver,BRIGHTON TWP 5,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,DEM,BOB WILLIAMS,242
Beaver,BRIGHTON TWP 5,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,DEM,Write-In Totals,3
Beaver,BRIGHTON TWP 5,PRESIDENT OF THE UNITED STATES, ,REP,DONALD J. TRUMP,247
Beaver,BRIGHTON TWP 5,PRESIDENT OF THE UNITED STATES, ,REP,ROQUE ROCKY DE LA FUENTE,1
Beaver,BRIGHTON TWP 5,PRESIDENT OF THE UNITED STATES, ,REP,BILL WELD,14
Beaver,BRIGHTON TWP 5,PRESIDENT OF THE UNITED STATES, ,REP,Write-In Totals,10
Beaver,BRIGHTON TWP 5,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,240
Beaver,BRIGHTON TWP 5,ATTORNEY GENERAL, ,REP,Write-In Totals,3
Beaver,BRIGHTON TWP 5,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,229
Beaver,BRIGHTON TWP 5,AUDITOR GENERAL, ,REP,Write-In Totals,1
Beaver,BRIGHTON TWP 5,STATE TREASURER, ,REP,STACY L. GARRITY,234
Beaver,BRIGHTON TWP 5,STATE TREASURER, ,REP,Write-In Totals,1
Beaver,BRIGHTON TWP 5,REPRESENTATIVE IN CONGRESS, ,REP,SEAN PARNELL,239
Beaver,BRIGHTON TWP 5,REPRESENTATIVE IN CONGRESS, ,REP,Write-In Totals,1
Beaver,BRIGHTON TWP 5,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,REP,JOSHUA D. KAIL,269
Beaver,BRIGHTON TWP 5,REP IN THE GENERAL ASSEMBLY 15TH DISTRICT, ,REP,Write-In Totals,0
Beaver,CENTER TWP 1,Ballots Cast - Total, , ,Ballots Cast - Total,395
Beaver,CENTER TWP 1,Ballots Cast - DEMOCRATIC, ,DEM,Ballots Cast - DEMOCRATIC,234
