county,precinct,office,district,party,candidate,votes,absentee_mail,election_day
Chester,247 E GOSHEN 5,State House,156,DEM,Write-In Totals,1,1,0
Chester,247 E GOSHEN 5,President, ,REP,DONALD J TRUMP,369,229,140
Chester,247 E GOSHEN 5,President, ,REP,ROQUE ROCKY DE LA FUENTE,8,7,1
Chester,247 E GOSHEN 5,President, ,REP,BILL WELD,53,44,9
Chester,247 E GOSHEN 5,President, ,REP,Write-In Totals,40,34,6
Chester,247 E GOSHEN 5,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,461,310,151
Chester,247 E GOSHEN 5,ATTORNEY GENERAL, ,REP,Write-In Totals,5,3,2
Chester,247 E GOSHEN 5,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,453,301,152
Chester,247 E GOSHEN 5,AUDITOR GENERAL, ,REP,Write-In Totals,7,5,2
Chester,247 E GOSHEN 5,STATE TREASURER, ,REP,STACY L GARRITY,454,306,148
Chester,247 E GOSHEN 5,STATE TREASURER, ,REP,Write-In Totals,5,4,1
Chester,247 E GOSHEN 5,U.S. House,6,REP,JOHN EMMONS,475,320,155
Chester,247 E GOSHEN 5,U.S. House,6,REP,Write-In Totals,5,3,2
Chester,247 E GOSHEN 5,State House,156,REP,LEN IACONO,461,312,149
Chester,247 E GOSHEN 5,State House,156,REP,Write-In Totals,4,2,2
Chester,248 E GOSHEN 6,Registered Voters, ,,Registered Voters - Total,"1,867",,
Chester,248 E GOSHEN 6,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,597,,
Chester,248 E GOSHEN 6,Registered Voters, ,REP,Registered Voters - REPUBLICAN,978,,
Chester,248 E GOSHEN 6,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,292,,
Chester,248 E GOSHEN 6,Ballots Cast, , , ,650,407,243
Chester,248 E GOSHEN 6,Ballots Cast, ,DEM, ,337,260,77
Chester,248 E GOSHEN 6,Ballots Cast, ,REP, ,313,147,166
Chester,248 E GOSHEN 6,Ballots Cast, ,NPA, ,0,0,0
Chester,248 E GOSHEN 6,President, ,DEM,BERNIE SANDERS,39,28,11
Chester,248 E GOSHEN 6,President, ,DEM,JOSEPH R BIDEN,292,230,62
Chester,248 E GOSHEN 6,President, ,DEM,TULSI GABBARD,2,0,2
Chester,248 E GOSHEN 6,President, ,DEM,Write-In Totals,3,2,1
Chester,248 E GOSHEN 6,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,311,240,71
Chester,248 E GOSHEN 6,ATTORNEY GENERAL, ,DEM,Write-In Totals,2,1,1
Chester,248 E GOSHEN 6,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,9,7,2
Chester,248 E GOSHEN 6,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,25,25,0
Chester,248 E GOSHEN 6,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,16,16,0
Chester,248 E GOSHEN 6,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,4,2,2
Chester,248 E GOSHEN 6,AUDITOR GENERAL, ,DEM,NINA AHMAD,154,107,47
Chester,248 E GOSHEN 6,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,90,75,15
Chester,248 E GOSHEN 6,AUDITOR GENERAL, ,DEM,Write-In Totals,1,0,1
Chester,248 E GOSHEN 6,STATE TREASURER, ,DEM,JOE TORSELLA,300,229,71
Chester,248 E GOSHEN 6,STATE TREASURER, ,DEM,Write-In Totals,0,0,0
Chester,248 E GOSHEN 6,U.S. House,6,DEM,CHRISSY HOULAHAN,330,255,75
Chester,248 E GOSHEN 6,U.S. House,6,DEM,Write-In Totals,2,1,1
Chester,248 E GOSHEN 6,State House,156,DEM,CAROLYN COMITTA,320,247,73
Chester,248 E GOSHEN 6,State House,156,DEM,Write-In Totals,2,1,1
Chester,248 E GOSHEN 6,President, ,REP,DONALD J TRUMP,235,95,140
Chester,248 E GOSHEN 6,President, ,REP,ROQUE ROCKY DE LA FUENTE,11,8,3
Chester,248 E GOSHEN 6,President, ,REP,BILL WELD,47,31,16
Chester,248 E GOSHEN 6,President, ,REP,Write-In Totals,15,11,4
Chester,248 E GOSHEN 6,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,285,129,156
Chester,248 E GOSHEN 6,ATTORNEY GENERAL, ,REP,Write-In Totals,1,1,0
Chester,248 E GOSHEN 6,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,279,128,151
Chester,248 E GOSHEN 6,AUDITOR GENERAL, ,REP,Write-In Totals,2,1,1
Chester,248 E GOSHEN 6,STATE TREASURER, ,REP,STACY L GARRITY,282,128,154
Chester,248 E GOSHEN 6,STATE TREASURER, ,REP,Write-In Totals,2,1,1
Chester,248 E GOSHEN 6,U.S. House,6,REP,JOHN EMMONS,293,133,160
Chester,248 E GOSHEN 6,U.S. House,6,REP,Write-In Totals,3,2,1
Chester,248 E GOSHEN 6,State House,156,REP,LEN IACONO,278,127,151
Chester,248 E GOSHEN 6,State House,156,REP,Write-In Totals,2,1,1
Chester,249 E GOSHEN 7,Registered Voters, ,,Registered Voters - Total,"2,041",,
Chester,249 E GOSHEN 7,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,582,,
Chester,249 E GOSHEN 7,Registered Voters, ,REP,Registered Voters - REPUBLICAN,"1,155",,
Chester,249 E GOSHEN 7,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,304,,
Chester,249 E GOSHEN 7,Ballots Cast, , , ,651,444,207
Chester,249 E GOSHEN 7,Ballots Cast, ,DEM, ,326,272,54
Chester,249 E GOSHEN 7,Ballots Cast, ,REP, ,325,172,153
Chester,249 E GOSHEN 7,Ballots Cast, ,NPA, ,0,0,0
Chester,249 E GOSHEN 7,President, ,DEM,BERNIE SANDERS,44,29,15
Chester,249 E GOSHEN 7,President, ,DEM,JOSEPH R BIDEN,270,232,38
Chester,249 E GOSHEN 7,President, ,DEM,TULSI GABBARD,4,3,1
Chester,249 E GOSHEN 7,President, ,DEM,Write-In Totals,2,2,0
Chester,249 E GOSHEN 7,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,289,240,49
Chester,249 E GOSHEN 7,ATTORNEY GENERAL, ,DEM,Write-In Totals,2,2,0
Chester,249 E GOSHEN 7,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,11,7,4
Chester,249 E GOSHEN 7,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,24,22,2
Chester,249 E GOSHEN 7,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,17,17,0
Chester,249 E GOSHEN 7,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,8,6,2
Chester,249 E GOSHEN 7,AUDITOR GENERAL, ,DEM,NINA AHMAD,113,87,26
Chester,249 E GOSHEN 7,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,109,91,18
Chester,249 E GOSHEN 7,AUDITOR GENERAL, ,DEM,Write-In Totals,0,0,0
Chester,249 E GOSHEN 7,STATE TREASURER, ,DEM,JOE TORSELLA,281,235,46
Chester,249 E GOSHEN 7,STATE TREASURER, ,DEM,Write-In Totals,0,0,0
Chester,249 E GOSHEN 7,U.S. House,6,DEM,CHRISSY HOULAHAN,312,259,53
Chester,249 E GOSHEN 7,U.S. House,6,DEM,Write-In Totals,0,0,0
Chester,249 E GOSHEN 7,State House,156,DEM,CAROLYN COMITTA,310,258,52
Chester,249 E GOSHEN 7,State House,156,DEM,Write-In Totals,1,1,0
Chester,249 E GOSHEN 7,President, ,REP,DONALD J TRUMP,262,121,141
Chester,249 E GOSHEN 7,President, ,REP,ROQUE ROCKY DE LA FUENTE,6,4,2
Chester,249 E GOSHEN 7,President, ,REP,BILL WELD,22,20,2
Chester,249 E GOSHEN 7,President, ,REP,Write-In Totals,11,8,3
Chester,249 E GOSHEN 7,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,293,153,140
Chester,249 E GOSHEN 7,ATTORNEY GENERAL, ,REP,Write-In Totals,4,2,2
Chester,249 E GOSHEN 7,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,298,156,142
Chester,249 E GOSHEN 7,AUDITOR GENERAL, ,REP,Write-In Totals,1,1,0
Chester,249 E GOSHEN 7,STATE TREASURER, ,REP,STACY L GARRITY,298,155,143
Chester,249 E GOSHEN 7,STATE TREASURER, ,REP,Write-In Totals,2,2,0
Chester,249 E GOSHEN 7,U.S. House,6,REP,JOHN EMMONS,303,160,143
Chester,249 E GOSHEN 7,U.S. House,6,REP,Write-In Totals,2,2,0
Chester,249 E GOSHEN 7,State House,156,REP,LEN IACONO,297,155,142
Chester,249 E GOSHEN 7,State House,156,REP,Write-In Totals,1,1,0
Chester,250 E GOSHEN 8,Registered Voters, ,,Registered Voters - Total,934,,
Chester,250 E GOSHEN 8,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,334,,
Chester,250 E GOSHEN 8,Registered Voters, ,REP,Registered Voters - REPUBLICAN,486,,
Chester,250 E GOSHEN 8,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,114,,
Chester,250 E GOSHEN 8,Ballots Cast, , , ,524,371,153
Chester,250 E GOSHEN 8,Ballots Cast, ,DEM, ,254,211,43
Chester,250 E GOSHEN 8,Ballots Cast, ,REP, ,270,160,110
Chester,250 E GOSHEN 8,Ballots Cast, ,NPA, ,0,0,0
Chester,250 E GOSHEN 8,President, ,DEM,BERNIE SANDERS,13,10,3
Chester,250 E GOSHEN 8,President, ,DEM,JOSEPH R BIDEN,238,199,39
Chester,250 E GOSHEN 8,President, ,DEM,TULSI GABBARD,0,0,0
Chester,250 E GOSHEN 8,President, ,DEM,Write-In Totals,2,2,0
Chester,250 E GOSHEN 8,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,232,192,40
Chester,250 E GOSHEN 8,ATTORNEY GENERAL, ,DEM,Write-In Totals,0,0,0
Chester,250 E GOSHEN 8,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,10,8,2
Chester,250 E GOSHEN 8,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,20,20,0
Chester,250 E GOSHEN 8,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,6,6,0
Chester,250 E GOSHEN 8,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,7,5,2
Chester,250 E GOSHEN 8,AUDITOR GENERAL, ,DEM,NINA AHMAD,85,70,15
Chester,250 E GOSHEN 8,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,99,77,22
Chester,250 E GOSHEN 8,AUDITOR GENERAL, ,DEM,Write-In Totals,0,0,0
Chester,250 E GOSHEN 8,STATE TREASURER, ,DEM,JOE TORSELLA,231,191,40
Chester,250 E GOSHEN 8,STATE TREASURER, ,DEM,Write-In Totals,0,0,0
Chester,250 E GOSHEN 8,U.S. House,6,DEM,CHRISSY HOULAHAN,245,203,42
Chester,250 E GOSHEN 8,U.S. House,6,DEM,Write-In Totals,0,0,0
Chester,250 E GOSHEN 8,State House,156,DEM,CAROLYN COMITTA,240,199,41
Chester,250 E GOSHEN 8,State House,156,DEM,Write-In Totals,0,0,0
Chester,250 E GOSHEN 8,President, ,REP,DONALD J TRUMP,218,123,95
Chester,250 E GOSHEN 8,President, ,REP,ROQUE ROCKY DE LA FUENTE,7,3,4
Chester,250 E GOSHEN 8,President, ,REP,BILL WELD,22,16,6
Chester,250 E GOSHEN 8,President, ,REP,Write-In Totals,11,8,3
Chester,250 E GOSHEN 8,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,249,147,102
Chester,250 E GOSHEN 8,ATTORNEY GENERAL, ,REP,Write-In Totals,1,1,0
Chester,250 E GOSHEN 8,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,248,146,102
Chester,250 E GOSHEN 8,AUDITOR GENERAL, ,REP,Write-In Totals,2,2,0
Chester,250 E GOSHEN 8,STATE TREASURER, ,REP,STACY L GARRITY,244,144,100
Chester,250 E GOSHEN 8,STATE TREASURER, ,REP,Write-In Totals,1,1,0
Chester,250 E GOSHEN 8,U.S. House,6,REP,JOHN EMMONS,254,151,103
Chester,250 E GOSHEN 8,U.S. House,6,REP,Write-In Totals,2,2,0
Chester,250 E GOSHEN 8,State House,156,REP,LEN IACONO,245,147,98
Chester,250 E GOSHEN 8,State House,156,REP,Write-In Totals,1,1,0
Chester,251 E GOSHEN 9,Registered Voters, ,,Registered Voters - Total,"1,075",,
Chester,251 E GOSHEN 9,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,446,,
Chester,251 E GOSHEN 9,Registered Voters, ,REP,Registered Voters - REPUBLICAN,448,,
Chester,251 E GOSHEN 9,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,181,,
Chester,251 E GOSHEN 9,Ballots Cast, , , ,337,197,140
Chester,251 E GOSHEN 9,Ballots Cast, ,DEM, ,197,137,60
Chester,251 E GOSHEN 9,Ballots Cast, ,REP, ,140,60,80
Chester,251 E GOSHEN 9,Ballots Cast, ,NPA, ,0,0,0
Chester,251 E GOSHEN 9,President, ,DEM,BERNIE SANDERS,38,23,15
Chester,251 E GOSHEN 9,President, ,DEM,JOSEPH R BIDEN,152,108,44
Chester,251 E GOSHEN 9,President, ,DEM,TULSI GABBARD,2,1,1
Chester,251 E GOSHEN 9,President, ,DEM,Write-In Totals,3,3,0
Chester,251 E GOSHEN 9,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,179,122,57
Chester,251 E GOSHEN 9,ATTORNEY GENERAL, ,DEM,Write-In Totals,0,0,0
Chester,251 E GOSHEN 9,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,5,2,3
Chester,251 E GOSHEN 9,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,8,4,4
Chester,251 E GOSHEN 9,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,19,16,3
Chester,251 E GOSHEN 9,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,1,0,1
Chester,251 E GOSHEN 9,AUDITOR GENERAL, ,DEM,NINA AHMAD,71,50,21
Chester,251 E GOSHEN 9,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,65,40,25
Chester,251 E GOSHEN 9,AUDITOR GENERAL, ,DEM,Write-In Totals,0,0,0
Chester,251 E GOSHEN 9,STATE TREASURER, ,DEM,JOE TORSELLA,174,120,54
Chester,251 E GOSHEN 9,STATE TREASURER, ,DEM,Write-In Totals,1,1,0
Chester,251 E GOSHEN 9,U.S. House,6,DEM,CHRISSY HOULAHAN,193,134,59
Chester,251 E GOSHEN 9,U.S. House,6,DEM,Write-In Totals,0,0,0
Chester,251 E GOSHEN 9,State House,156,DEM,CAROLYN COMITTA,187,133,54
Chester,251 E GOSHEN 9,State House,156,DEM,Write-In Totals,1,1,0
Chester,251 E GOSHEN 9,President, ,REP,DONALD J TRUMP,103,36,67
Chester,251 E GOSHEN 9,President, ,REP,ROQUE ROCKY DE LA FUENTE,5,2,3
Chester,251 E GOSHEN 9,President, ,REP,BILL WELD,9,5,4
Chester,251 E GOSHEN 9,President, ,REP,Write-In Totals,12,9,3
Chester,251 E GOSHEN 9,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,129,49,80
Chester,251 E GOSHEN 9,ATTORNEY GENERAL, ,REP,Write-In Totals,3,3,0
Chester,251 E GOSHEN 9,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,126,47,79
Chester,251 E GOSHEN 9,AUDITOR GENERAL, ,REP,Write-In Totals,3,3,0
Chester,251 E GOSHEN 9,STATE TREASURER, ,REP,STACY L GARRITY,128,48,80
Chester,251 E GOSHEN 9,STATE TREASURER, ,REP,Write-In Totals,3,3,0
Chester,251 E GOSHEN 9,U.S. House,6,REP,JOHN EMMONS,129,51,78
Chester,251 E GOSHEN 9,U.S. House,6,REP,Write-In Totals,3,3,0
Chester,251 E GOSHEN 9,State House,156,REP,LEN IACONO,126,52,74
Chester,251 E GOSHEN 9,State House,156,REP,Write-In Totals,6,3,3
Chester,255 W GOSHEN N-1,Registered Voters, ,,Registered Voters - Total,"1,619",,
Chester,255 W GOSHEN N-1,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,608,,
Chester,255 W GOSHEN N-1,Registered Voters, ,REP,Registered Voters - REPUBLICAN,745,,
Chester,255 W GOSHEN N-1,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,266,,
Chester,255 W GOSHEN N-1,Ballots Cast, , , ,616,397,219
Chester,255 W GOSHEN N-1,Ballots Cast, ,DEM, ,372,284,88
Chester,255 W GOSHEN N-1,Ballots Cast, ,REP, ,244,113,131
Chester,255 W GOSHEN N-1,Ballots Cast, ,NPA, ,0,0,0
Chester,255 W GOSHEN N-1,President, ,DEM,BERNIE SANDERS,48,33,15
Chester,255 W GOSHEN N-1,President, ,DEM,JOSEPH R BIDEN,307,242,65
Chester,255 W GOSHEN N-1,President, ,DEM,TULSI GABBARD,9,4,5
Chester,255 W GOSHEN N-1,President, ,DEM,Write-In Totals,3,0,3
Chester,255 W GOSHEN N-1,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,350,267,83
Chester,255 W GOSHEN N-1,ATTORNEY GENERAL, ,DEM,Write-In Totals,1,0,1
Chester,255 W GOSHEN N-1,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,12,8,4
Chester,255 W GOSHEN N-1,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,19,16,3
Chester,255 W GOSHEN N-1,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,23,20,3
Chester,255 W GOSHEN N-1,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,8,6,2
Chester,255 W GOSHEN N-1,AUDITOR GENERAL, ,DEM,NINA AHMAD,117,85,32
Chester,255 W GOSHEN N-1,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,154,118,36
Chester,255 W GOSHEN N-1,AUDITOR GENERAL, ,DEM,Write-In Totals,0,0,0
Chester,255 W GOSHEN N-1,STATE TREASURER, ,DEM,JOE TORSELLA,345,261,84
Chester,255 W GOSHEN N-1,STATE TREASURER, ,DEM,Write-In Totals,1,0,1
Chester,255 W GOSHEN N-1,U.S. House,6,DEM,CHRISSY HOULAHAN,362,276,86
Chester,255 W GOSHEN N-1,U.S. House,6,DEM,Write-In Totals,1,1,0
Chester,255 W GOSHEN N-1,State House,156,DEM,CAROLYN COMITTA,357,274,83
Chester,255 W GOSHEN N-1,State House,156,DEM,Write-In Totals,1,0,1
Chester,255 W GOSHEN N-1,President, ,REP,DONALD J TRUMP,187,75,112
Chester,255 W GOSHEN N-1,President, ,REP,ROQUE ROCKY DE LA FUENTE,5,1,4
Chester,255 W GOSHEN N-1,President, ,REP,BILL WELD,27,18,9
Chester,255 W GOSHEN N-1,President, ,REP,Write-In Totals,17,13,4
Chester,255 W GOSHEN N-1,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,221,97,124
Chester,255 W GOSHEN N-1,ATTORNEY GENERAL, ,REP,Write-In Totals,6,5,1
Chester,255 W GOSHEN N-1,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,217,96,121
Chester,255 W GOSHEN N-1,AUDITOR GENERAL, ,REP,Write-In Totals,4,3,1
Chester,255 W GOSHEN N-1,STATE TREASURER, ,REP,STACY L GARRITY,219,95,124
Chester,255 W GOSHEN N-1,STATE TREASURER, ,REP,Write-In Totals,5,4,1
Chester,255 W GOSHEN N-1,U.S. House,6,REP,JOHN EMMONS,225,102,123
Chester,255 W GOSHEN N-1,U.S. House,6,REP,Write-In Totals,6,5,1
Chester,255 W GOSHEN N-1,State House,156,REP,LEN IACONO,220,100,120
Chester,255 W GOSHEN N-1,State House,156,REP,Write-In Totals,6,5,1
Chester,260 W GOSHEN N-2,Registered Voters, ,,Registered Voters - Total,"1,217",,
Chester,260 W GOSHEN N-2,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,473,,
Chester,260 W GOSHEN N-2,Registered Voters, ,REP,Registered Voters - REPUBLICAN,587,,
Chester,260 W GOSHEN N-2,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,157,,
Chester,260 W GOSHEN N-2,Ballots Cast, , , ,518,348,170
Chester,260 W GOSHEN N-2,Ballots Cast, ,DEM, ,301,241,60
Chester,260 W GOSHEN N-2,Ballots Cast, ,REP, ,217,107,110
Chester,260 W GOSHEN N-2,Ballots Cast, ,NPA, ,0,0,0
Chester,260 W GOSHEN N-2,President, ,DEM,BERNIE SANDERS,44,34,10
Chester,260 W GOSHEN N-2,President, ,DEM,JOSEPH R BIDEN,245,200,45
Chester,260 W GOSHEN N-2,President, ,DEM,TULSI GABBARD,1,0,1
Chester,260 W GOSHEN N-2,President, ,DEM,Write-In Totals,9,5,4
Chester,260 W GOSHEN N-2,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,280,223,57
Chester,260 W GOSHEN N-2,ATTORNEY GENERAL, ,DEM,Write-In Totals,2,1,1
Chester,260 W GOSHEN N-2,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,8,7,1
Chester,260 W GOSHEN N-2,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,14,12,2
Chester,260 W GOSHEN N-2,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,10,9,1
Chester,260 W GOSHEN N-2,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,8,3,5
Chester,260 W GOSHEN N-2,AUDITOR GENERAL, ,DEM,NINA AHMAD,100,76,24
Chester,260 W GOSHEN N-2,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,131,110,21
Chester,260 W GOSHEN N-2,AUDITOR GENERAL, ,DEM,Write-In Totals,1,0,1
Chester,260 W GOSHEN N-2,STATE TREASURER, ,DEM,JOE TORSELLA,270,217,53
Chester,260 W GOSHEN N-2,STATE TREASURER, ,DEM,Write-In Totals,2,1,1
Chester,260 W GOSHEN N-2,U.S. House,6,DEM,CHRISSY HOULAHAN,292,235,57
Chester,260 W GOSHEN N-2,U.S. House,6,DEM,Write-In Totals,2,1,1
Chester,260 W GOSHEN N-2,State House,156,DEM,CAROLYN COMITTA,290,233,57
Chester,260 W GOSHEN N-2,State House,156,DEM,Write-In Totals,2,1,1
Chester,260 W GOSHEN N-2,President, ,REP,DONALD J TRUMP,167,68,99
Chester,260 W GOSHEN N-2,President, ,REP,ROQUE ROCKY DE LA FUENTE,4,4,0
Chester,260 W GOSHEN N-2,President, ,REP,BILL WELD,24,19,5
Chester,260 W GOSHEN N-2,President, ,REP,Write-In Totals,15,12,3
Chester,260 W GOSHEN N-2,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,196,94,102
Chester,260 W GOSHEN N-2,ATTORNEY GENERAL, ,REP,Write-In Totals,6,3,3
Chester,260 W GOSHEN N-2,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,196,93,103
Chester,260 W GOSHEN N-2,AUDITOR GENERAL, ,REP,Write-In Totals,2,1,1
Chester,260 W GOSHEN N-2,STATE TREASURER, ,REP,STACY L GARRITY,196,93,103
Chester,260 W GOSHEN N-2,STATE TREASURER, ,REP,Write-In Totals,3,2,1
Chester,260 W GOSHEN N-2,U.S. House,6,REP,JOHN EMMONS,194,90,104
Chester,260 W GOSHEN N-2,U.S. House,6,REP,Write-In Totals,3,3,0
Chester,260 W GOSHEN N-2,State House,156,REP,LEN IACONO,194,92,102
Chester,260 W GOSHEN N-2,State House,156,REP,Write-In Totals,5,4,1
Chester,261 W GOSHEN N-3,Registered Voters, ,,Registered Voters - Total,"2,246",,
Chester,261 W GOSHEN N-3,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,839,,
Chester,261 W GOSHEN N-3,Registered Voters, ,REP,Registered Voters - REPUBLICAN,"1,019",,
Chester,261 W GOSHEN N-3,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,388,,
Chester,261 W GOSHEN N-3,Ballots Cast, , , ,819,525,294
Chester,261 W GOSHEN N-3,Ballots Cast, ,DEM, ,450,365,85
Chester,261 W GOSHEN N-3,Ballots Cast, ,REP, ,369,160,209
Chester,261 W GOSHEN N-3,Ballots Cast, ,NPA, ,0,0,0
Chester,261 W GOSHEN N-3,President, ,DEM,BERNIE SANDERS,68,51,17
Chester,261 W GOSHEN N-3,President, ,DEM,JOSEPH R BIDEN,359,296,63
Chester,261 W GOSHEN N-3,President, ,DEM,TULSI GABBARD,6,5,1
Chester,261 W GOSHEN N-3,President, ,DEM,Write-In Totals,11,8,3
Chester,261 W GOSHEN N-3,ATTORNEY GENERAL, ,DEM,JOSH SHAPIRO,414,341,73
Chester,261 W GOSHEN N-3,ATTORNEY GENERAL, ,DEM,Write-In Totals,3,0,3
Chester,261 W GOSHEN N-3,AUDITOR GENERAL, ,DEM,H SCOTT CONKLIN,14,10,4
Chester,261 W GOSHEN N-3,AUDITOR GENERAL, ,DEM,MICHAEL LAMB,31,23,8
Chester,261 W GOSHEN N-3,AUDITOR GENERAL, ,DEM,TRACIE FOUNTAIN,21,18,3
Chester,261 W GOSHEN N-3,AUDITOR GENERAL, ,DEM,ROSE ROSIE MARIE DAVIS,15,10,5
Chester,261 W GOSHEN N-3,AUDITOR GENERAL, ,DEM,NINA AHMAD,157,115,42
Chester,261 W GOSHEN N-3,AUDITOR GENERAL, ,DEM,CHRISTINA M HARTMAN,168,154,14
Chester,261 W GOSHEN N-3,AUDITOR GENERAL, ,DEM,Write-In Totals,2,0,2
Chester,261 W GOSHEN N-3,STATE TREASURER, ,DEM,JOE TORSELLA,412,337,75
Chester,261 W GOSHEN N-3,STATE TREASURER, ,DEM,Write-In Totals,2,1,1
Chester,261 W GOSHEN N-3,U.S. House,6,DEM,CHRISSY HOULAHAN,435,356,79
Chester,261 W GOSHEN N-3,U.S. House,6,DEM,Write-In Totals,3,0,3
Chester,261 W GOSHEN N-3,State House,156,DEM,CAROLYN COMITTA,427,351,76
Chester,261 W GOSHEN N-3,State House,156,DEM,Write-In Totals,5,1,4
Chester,261 W GOSHEN N-3,President, ,REP,DONALD J TRUMP,286,102,184
Chester,261 W GOSHEN N-3,President, ,REP,ROQUE ROCKY DE LA FUENTE,8,6,2
Chester,261 W GOSHEN N-3,President, ,REP,BILL WELD,46,36,10
Chester,261 W GOSHEN N-3,President, ,REP,Write-In Totals,10,4,6
Chester,261 W GOSHEN N-3,ATTORNEY GENERAL, ,REP,HEATHER HEIDELBAUGH,330,142,188
Chester,261 W GOSHEN N-3,ATTORNEY GENERAL, ,REP,Write-In Totals,6,3,3
Chester,261 W GOSHEN N-3,AUDITOR GENERAL, ,REP,TIMOTHY DEFOOR,330,145,185
Chester,261 W GOSHEN N-3,AUDITOR GENERAL, ,REP,Write-In Totals,4,1,3
Chester,261 W GOSHEN N-3,STATE TREASURER, ,REP,STACY L GARRITY,328,141,187
Chester,261 W GOSHEN N-3,STATE TREASURER, ,REP,Write-In Totals,4,2,2
Chester,261 W GOSHEN N-3,U.S. House,6,REP,JOHN EMMONS,340,147,193
Chester,261 W GOSHEN N-3,U.S. House,6,REP,Write-In Totals,4,2,2
Chester,261 W GOSHEN N-3,State House,156,REP,LEN IACONO,349,153,196
Chester,261 W GOSHEN N-3,State House,156,REP,Write-In Totals,2,1,1
Chester,262 W GOSHEN N-4,Registered Voters, ,,Registered Voters - Total,"2,011",,
Chester,262 W GOSHEN N-4,Registered Voters, ,DEM,Registered Voters - DEMOCRATIC,641,,
Chester,262 W GOSHEN N-4,Registered Voters, ,REP,Registered Voters - REPUBLICAN,"1,021",,
Chester,262 W GOSHEN N-4,Registered Voters, ,NPA,Registered Voters - NON-PARTISAN,349,,
