county,precinct,office,district,party,candidate,election_day,mail_in,provisional,votes
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,State Senate,35,REP,Wayne Langerholc Jr.,117,48,2,167
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,State Senate,35,REP,Write-In,0,0,0,0
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,General Assembly,72,REP,Howard Terndrup,88,34,2,124
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,General Assembly,72,REP,Jerry Carnicella,24,8,0,32
Cambria,EAST TAYLOR TOWNSHIP - NO. 1,General Assembly,72,REP,Write-In,7,2,0,9
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Registered Voters,,,,,,,541
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Registered Voters,,DEM,,,,,254
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Registered Voters,,REP,,,,,238
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Ballots Cast,,,,117,89,1,207
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Ballots Cast,,DEM,,49,62,0,111
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Ballots Cast,,REP,,68,27,1,96
Cambria,EAST TAYLOR TOWNSHIP NO. 2,President,,DEM,Bernie Sanders,9,5,0,14
Cambria,EAST TAYLOR TOWNSHIP NO. 2,President,,DEM,Joseph R. Biden,31,48,0,79
Cambria,EAST TAYLOR TOWNSHIP NO. 2,President,,DEM,Tulsi Gabbard,4,2,0,6
Cambria,EAST TAYLOR TOWNSHIP NO. 2,President,,DEM,Write-In,5,4,0,9
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Attorney General,,DEM,Josh Shapiro,49,53,0,102
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Attorney General,,DEM,Write-In,0,0,0,0
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Auditor General,,DEM,H. Scott Conklin,24,29,0,53
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Auditor General,,DEM,Michael Lamb,15,15,0,30
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Auditor General,,DEM,Tracie Fountain,2,2,0,4
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Auditor General,,DEM,Rose Rosie Marie Davis,1,4,0,5
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Auditor General,,DEM,Nina Ahmad,1,3,0,4
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Auditor General,,DEM,Christina M. Hartman,6,4,0,10
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Auditor General,,DEM,Write-In,0,0,0,0
Cambria,EAST TAYLOR TOWNSHIP NO. 2,State Treasurer,,DEM,Joe Torsella,48,52,0,100
Cambria,EAST TAYLOR TOWNSHIP NO. 2,State Treasurer,,DEM,Write-In,0,0,0,0
Cambria,EAST TAYLOR TOWNSHIP NO. 2,U.S. House,13,DEM,Todd Rowley,48,51,0,99
Cambria,EAST TAYLOR TOWNSHIP NO. 2,U.S. House,13,DEM,Write-In,0,0,0,0
Cambria,EAST TAYLOR TOWNSHIP NO. 2,State Senate,35,DEM,Shaun Dougherty,48,51,0,99
Cambria,EAST TAYLOR TOWNSHIP NO. 2,State Senate,35,DEM,Write-In,0,1,0,1
Cambria,EAST TAYLOR TOWNSHIP NO. 2,General Assembly,72,DEM,Frank Burns,48,57,0,105
Cambria,EAST TAYLOR TOWNSHIP NO. 2,General Assembly,72,DEM,Write-In,0,1,0,1
Cambria,EAST TAYLOR TOWNSHIP NO. 2,President,,REP,Donald J. Trump,68,24,1,93
Cambria,EAST TAYLOR TOWNSHIP NO. 2,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,EAST TAYLOR TOWNSHIP NO. 2,President,,REP,Bill Weld,0,3,0,3
Cambria,EAST TAYLOR TOWNSHIP NO. 2,President,,REP,Write-In,0,0,0,0
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Attorney General,,REP,Heather Heidelbaugh,62,23,1,86
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Attorney General,,REP,Write-In,0,0,0,0
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Auditor General,,REP,Timothy Defoor,61,24,1,86
Cambria,EAST TAYLOR TOWNSHIP NO. 2,Auditor General,,REP,Write-In,0,0,0,0
Cambria,EAST TAYLOR TOWNSHIP NO. 2,State Treasurer,,REP,Stacy L. Garrity,61,24,1,86
Cambria,EAST TAYLOR TOWNSHIP NO. 2,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,EAST TAYLOR TOWNSHIP NO. 2,U.S. House,13,REP,John Joyce,59,25,1,85
Cambria,EAST TAYLOR TOWNSHIP NO. 2,U.S. House,13,REP,Write-In,0,0,0,0
Cambria,EAST TAYLOR TOWNSHIP NO. 2,State Senate,35,REP,Wayne Langerholc Jr.,65,25,1,91
Cambria,EAST TAYLOR TOWNSHIP NO. 2,State Senate,35,REP,Write-In,0,0,0,0
Cambria,EAST TAYLOR TOWNSHIP NO. 2,General Assembly,72,REP,Howard Terndrup,42,18,1,61
Cambria,EAST TAYLOR TOWNSHIP NO. 2,General Assembly,72,REP,Jerry Carnicella,20,8,0,28
Cambria,EAST TAYLOR TOWNSHIP NO. 2,General Assembly,72,REP,Write-In,3,0,0,3
Cambria,EBENSBURG BOROUGH - CENTER,Registered Voters,,,,,,,691
Cambria,EBENSBURG BOROUGH - CENTER,Registered Voters,,DEM,,,,,375
Cambria,EBENSBURG BOROUGH - CENTER,Registered Voters,,REP,,,,,250
Cambria,EBENSBURG BOROUGH - CENTER,Ballots Cast,,,,147,125,1,273
Cambria,EBENSBURG BOROUGH - CENTER,Ballots Cast,,DEM,,68,84,0,152
Cambria,EBENSBURG BOROUGH - CENTER,Ballots Cast,,REP,,79,41,1,121
Cambria,EBENSBURG BOROUGH - CENTER,President,,DEM,Bernie Sanders,10,12,0,22
Cambria,EBENSBURG BOROUGH - CENTER,President,,DEM,Joseph R. Biden,37,67,0,104
Cambria,EBENSBURG BOROUGH - CENTER,President,,DEM,Tulsi Gabbard,5,3,0,8
Cambria,EBENSBURG BOROUGH - CENTER,President,,DEM,Write-In,7,0,0,7
Cambria,EBENSBURG BOROUGH - CENTER,Attorney General,,DEM,Josh Shapiro,59,81,0,140
Cambria,EBENSBURG BOROUGH - CENTER,Attorney General,,DEM,Write-In,0,0,0,0
Cambria,EBENSBURG BOROUGH - CENTER,Auditor General,,DEM,H. Scott Conklin,41,46,0,87
Cambria,EBENSBURG BOROUGH - CENTER,Auditor General,,DEM,Michael Lamb,12,16,0,28
Cambria,EBENSBURG BOROUGH - CENTER,Auditor General,,DEM,Tracie Fountain,1,8,0,9
Cambria,EBENSBURG BOROUGH - CENTER,Auditor General,,DEM,Rose Rosie Marie Davis,1,5,0,6
Cambria,EBENSBURG BOROUGH - CENTER,Auditor General,,DEM,Nina Ahmad,0,1,0,1
Cambria,EBENSBURG BOROUGH - CENTER,Auditor General,,DEM,Christina M. Hartman,8,4,0,12
Cambria,EBENSBURG BOROUGH - CENTER,Auditor General,,DEM,Write-In,0,0,0,0
Cambria,EBENSBURG BOROUGH - CENTER,State Treasurer,,DEM,Joe Torsella,57,77,0,134
Cambria,EBENSBURG BOROUGH - CENTER,State Treasurer,,DEM,Write-In,0,0,0,0
Cambria,EBENSBURG BOROUGH - CENTER,U.S. House,15,DEM,Robert Williams,56,80,0,136
Cambria,EBENSBURG BOROUGH - CENTER,U.S. House,15,DEM,Write-In,0,0,0,0
Cambria,EBENSBURG BOROUGH - CENTER,State Senate,35,DEM,Shaun Dougherty,60,77,0,137
Cambria,EBENSBURG BOROUGH - CENTER,State Senate,35,DEM,Write-In,0,1,0,1
Cambria,EBENSBURG BOROUGH - CENTER,General Assembly,72,DEM,Frank Burns,63,76,0,139
Cambria,EBENSBURG BOROUGH - CENTER,General Assembly,72,DEM,Write-In,2,3,0,5
Cambria,EBENSBURG BOROUGH - CENTER,President,,REP,Donald J. Trump,77,38,1,116
Cambria,EBENSBURG BOROUGH - CENTER,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,EBENSBURG BOROUGH - CENTER,President,,REP,Bill Weld,1,0,0,1
Cambria,EBENSBURG BOROUGH - CENTER,President,,REP,Write-In,0,1,0,1
Cambria,EBENSBURG BOROUGH - CENTER,Attorney General,,REP,Heather Heidelbaugh,73,35,1,109
Cambria,EBENSBURG BOROUGH - CENTER,Attorney General,,REP,Write-In,0,0,0,0
Cambria,EBENSBURG BOROUGH - CENTER,Auditor General,,REP,Timothy Defoor,74,34,1,109
Cambria,EBENSBURG BOROUGH - CENTER,Auditor General,,REP,Write-In,0,0,0,0
Cambria,EBENSBURG BOROUGH - CENTER,State Treasurer,,REP,Stacy L. Garrity,75,35,1,111
Cambria,EBENSBURG BOROUGH - CENTER,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,EBENSBURG BOROUGH - CENTER,U.S. House,15,REP,Glenn Gt Thompson,77,39,1,117
Cambria,EBENSBURG BOROUGH - CENTER,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,EBENSBURG BOROUGH - CENTER,State Senate,35,REP,Wayne Langerholc Jr.,73,37,1,111
Cambria,EBENSBURG BOROUGH - CENTER,State Senate,35,REP,Write-In,0,0,0,0
Cambria,EBENSBURG BOROUGH - CENTER,General Assembly,72,REP,Howard Terndrup,60,34,1,95
Cambria,EBENSBURG BOROUGH - CENTER,General Assembly,72,REP,Jerry Carnicella,17,4,0,21
Cambria,EBENSBURG BOROUGH - CENTER,General Assembly,72,REP,Write-In,0,2,0,2
Cambria,EBENSBURG BOROUGH - EAST,Registered Voters,,,,,,,777
Cambria,EBENSBURG BOROUGH - EAST,Registered Voters,,DEM,,,,,384
Cambria,EBENSBURG BOROUGH - EAST,Registered Voters,,REP,,,,,313
Cambria,EBENSBURG BOROUGH - EAST,Ballots Cast,,,,192,132,0,324
Cambria,EBENSBURG BOROUGH - EAST,Ballots Cast,,DEM,,91,89,0,180
Cambria,EBENSBURG BOROUGH - EAST,Ballots Cast,,REP,,101,43,0,144
Cambria,EBENSBURG BOROUGH - EAST,President,,DEM,Bernie Sanders,14,7,0,21
Cambria,EBENSBURG BOROUGH - EAST,President,,DEM,Joseph R. Biden,54,72,0,126
Cambria,EBENSBURG BOROUGH - EAST,President,,DEM,Tulsi Gabbard,6,2,0,8
Cambria,EBENSBURG BOROUGH - EAST,President,,DEM,Write-In,10,5,0,15
Cambria,EBENSBURG BOROUGH - EAST,Attorney General,,DEM,Josh Shapiro,79,78,0,157
Cambria,EBENSBURG BOROUGH - EAST,Attorney General,,DEM,Write-In,0,1,0,1
Cambria,EBENSBURG BOROUGH - EAST,Auditor General,,DEM,H. Scott Conklin,50,44,0,94
Cambria,EBENSBURG BOROUGH - EAST,Auditor General,,DEM,Michael Lamb,19,32,0,51
Cambria,EBENSBURG BOROUGH - EAST,Auditor General,,DEM,Tracie Fountain,2,3,0,5
Cambria,EBENSBURG BOROUGH - EAST,Auditor General,,DEM,Rose Rosie Marie Davis,0,0,0,0
Cambria,EBENSBURG BOROUGH - EAST,Auditor General,,DEM,Nina Ahmad,4,6,0,10
Cambria,EBENSBURG BOROUGH - EAST,Auditor General,,DEM,Christina M. Hartman,6,0,0,6
Cambria,EBENSBURG BOROUGH - EAST,Auditor General,,DEM,Write-In,0,0,0,0
Cambria,EBENSBURG BOROUGH - EAST,State Treasurer,,DEM,Joe Torsella,73,77,0,150
Cambria,EBENSBURG BOROUGH - EAST,State Treasurer,,DEM,Write-In,0,1,0,1
Cambria,EBENSBURG BOROUGH - EAST,U.S. House,15,DEM,Robert Williams,75,78,0,153
Cambria,EBENSBURG BOROUGH - EAST,U.S. House,15,DEM,Write-In,0,1,0,1
Cambria,EBENSBURG BOROUGH - EAST,State Senate,35,DEM,Shaun Dougherty,73,78,0,151
Cambria,EBENSBURG BOROUGH - EAST,State Senate,35,DEM,Write-In,2,0,0,2
Cambria,EBENSBURG BOROUGH - EAST,General Assembly,72,DEM,Frank Burns,82,82,0,164
Cambria,EBENSBURG BOROUGH - EAST,General Assembly,72,DEM,Write-In,0,1,0,1
Cambria,EBENSBURG BOROUGH - EAST,President,,REP,Donald J. Trump,93,38,0,131
Cambria,EBENSBURG BOROUGH - EAST,President,,REP,Roque Rocky De La Fuente,3,1,0,4
Cambria,EBENSBURG BOROUGH - EAST,President,,REP,Bill Weld,3,3,0,6
Cambria,EBENSBURG BOROUGH - EAST,President,,REP,Write-In,0,1,0,1
Cambria,EBENSBURG BOROUGH - EAST,Attorney General,,REP,Heather Heidelbaugh,86,37,0,123
Cambria,EBENSBURG BOROUGH - EAST,Attorney General,,REP,Write-In,0,0,0,0
Cambria,EBENSBURG BOROUGH - EAST,Auditor General,,REP,Timothy Defoor,83,35,0,118
Cambria,EBENSBURG BOROUGH - EAST,Auditor General,,REP,Write-In,0,1,0,1
Cambria,EBENSBURG BOROUGH - EAST,State Treasurer,,REP,Stacy L. Garrity,83,36,0,119
Cambria,EBENSBURG BOROUGH - EAST,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,EBENSBURG BOROUGH - EAST,U.S. House,15,REP,Glenn Gt Thompson,88,39,0,127
Cambria,EBENSBURG BOROUGH - EAST,U.S. House,15,REP,Write-In,0,1,0,1
Cambria,EBENSBURG BOROUGH - EAST,State Senate,35,REP,Wayne Langerholc Jr.,91,39,0,130
Cambria,EBENSBURG BOROUGH - EAST,State Senate,35,REP,Write-In,1,0,0,1
Cambria,EBENSBURG BOROUGH - EAST,General Assembly,72,REP,Howard Terndrup,82,35,0,117
Cambria,EBENSBURG BOROUGH - EAST,General Assembly,72,REP,Jerry Carnicella,12,6,0,18
Cambria,EBENSBURG BOROUGH - EAST,General Assembly,72,REP,Write-In,6,1,0,7
Cambria,EBENSBURG BOROUGH - WEST,Registered Voters,,,,,,,893
Cambria,EBENSBURG BOROUGH - WEST,Registered Voters,,DEM,,,,,445
Cambria,EBENSBURG BOROUGH - WEST,Registered Voters,,REP,,,,,363
Cambria,EBENSBURG BOROUGH - WEST,Ballots Cast,,,,189,180,0,369
Cambria,EBENSBURG BOROUGH - WEST,Ballots Cast,,DEM,,90,123,0,213
Cambria,EBENSBURG BOROUGH - WEST,Ballots Cast,,REP,,99,57,0,156
Cambria,EBENSBURG BOROUGH - WEST,President,,DEM,Bernie Sanders,16,10,0,26
Cambria,EBENSBURG BOROUGH - WEST,President,,DEM,Joseph R. Biden,49,93,0,142
Cambria,EBENSBURG BOROUGH - WEST,President,,DEM,Tulsi Gabbard,9,9,0,18
Cambria,EBENSBURG BOROUGH - WEST,President,,DEM,Write-In,10,6,0,16
Cambria,EBENSBURG BOROUGH - WEST,Attorney General,,DEM,Josh Shapiro,75,106,0,181
Cambria,EBENSBURG BOROUGH - WEST,Attorney General,,DEM,Write-In,3,0,0,3
Cambria,EBENSBURG BOROUGH - WEST,Auditor General,,DEM,H. Scott Conklin,38,73,0,111
Cambria,EBENSBURG BOROUGH - WEST,Auditor General,,DEM,Michael Lamb,16,23,0,39
Cambria,EBENSBURG BOROUGH - WEST,Auditor General,,DEM,Tracie Fountain,3,1,0,4
Cambria,EBENSBURG BOROUGH - WEST,Auditor General,,DEM,Rose Rosie Marie Davis,6,2,0,8
Cambria,EBENSBURG BOROUGH - WEST,Auditor General,,DEM,Nina Ahmad,14,7,0,21
Cambria,EBENSBURG BOROUGH - WEST,Auditor General,,DEM,Christina M. Hartman,6,7,0,13
Cambria,EBENSBURG BOROUGH - WEST,Auditor General,,DEM,Write-In,1,0,0,1
Cambria,EBENSBURG BOROUGH - WEST,State Treasurer,,DEM,Joe Torsella,74,105,0,179
Cambria,EBENSBURG BOROUGH - WEST,State Treasurer,,DEM,Write-In,1,0,0,1
Cambria,EBENSBURG BOROUGH - WEST,U.S. House,15,DEM,Robert Williams,73,107,0,180
Cambria,EBENSBURG BOROUGH - WEST,U.S. House,15,DEM,Write-In,3,0,0,3
Cambria,EBENSBURG BOROUGH - WEST,State Senate,35,DEM,Shaun Dougherty,72,110,0,182
Cambria,EBENSBURG BOROUGH - WEST,State Senate,35,DEM,Write-In,2,0,0,2
Cambria,EBENSBURG BOROUGH - WEST,General Assembly,72,DEM,Frank Burns,82,110,0,192
Cambria,EBENSBURG BOROUGH - WEST,General Assembly,72,DEM,Write-In,3,4,0,7
Cambria,EBENSBURG BOROUGH - WEST,President,,REP,Donald J. Trump,95,45,0,140
Cambria,EBENSBURG BOROUGH - WEST,President,,REP,Roque Rocky De La Fuente,0,1,0,1
Cambria,EBENSBURG BOROUGH - WEST,President,,REP,Bill Weld,3,6,0,9
Cambria,EBENSBURG BOROUGH - WEST,President,,REP,Write-In,0,3,0,3
Cambria,EBENSBURG BOROUGH - WEST,Attorney General,,REP,Heather Heidelbaugh,93,50,0,143
Cambria,EBENSBURG BOROUGH - WEST,Attorney General,,REP,Write-In,0,0,0,0
Cambria,EBENSBURG BOROUGH - WEST,Auditor General,,REP,Timothy Defoor,94,50,0,144
Cambria,EBENSBURG BOROUGH - WEST,Auditor General,,REP,Write-In,0,0,0,0
Cambria,EBENSBURG BOROUGH - WEST,State Treasurer,,REP,Stacy L. Garrity,94,52,0,146
Cambria,EBENSBURG BOROUGH - WEST,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,EBENSBURG BOROUGH - WEST,U.S. House,15,REP,Glenn Gt Thompson,97,53,0,150
Cambria,EBENSBURG BOROUGH - WEST,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,EBENSBURG BOROUGH - WEST,State Senate,35,REP,Wayne Langerholc Jr.,96,54,0,150
Cambria,EBENSBURG BOROUGH - WEST,State Senate,35,REP,Write-In,0,0,0,0
Cambria,EBENSBURG BOROUGH - WEST,General Assembly,72,REP,Howard Terndrup,69,44,0,113
Cambria,EBENSBURG BOROUGH - WEST,General Assembly,72,REP,Jerry Carnicella,25,11,0,36
Cambria,EBENSBURG BOROUGH - WEST,General Assembly,72,REP,Write-In,4,1,0,5
Cambria,EHRENFELD BOROUGH,Registered Voters,,,,,,,115
Cambria,EHRENFELD BOROUGH,Registered Voters,,DEM,,,,,54
Cambria,EHRENFELD BOROUGH,Registered Voters,,REP,,,,,43
Cambria,EHRENFELD BOROUGH,Ballots Cast,,,,35,6,0,41
Cambria,EHRENFELD BOROUGH,Ballots Cast,,DEM,,20,4,0,24
Cambria,EHRENFELD BOROUGH,Ballots Cast,,REP,,15,2,0,17
Cambria,EHRENFELD BOROUGH,President,,DEM,Bernie Sanders,6,1,0,7
Cambria,EHRENFELD BOROUGH,President,,DEM,Joseph R. Biden,12,3,0,15
Cambria,EHRENFELD BOROUGH,President,,DEM,Tulsi Gabbard,0,0,0,0
Cambria,EHRENFELD BOROUGH,President,,DEM,Write-In,0,0,0,0
Cambria,EHRENFELD BOROUGH,Attorney General,,DEM,Josh Shapiro,16,4,0,20
Cambria,EHRENFELD BOROUGH,Attorney General,,DEM,Write-In,1,0,0,1
Cambria,EHRENFELD BOROUGH,Auditor General,,DEM,H. Scott Conklin,8,1,0,9
Cambria,EHRENFELD BOROUGH,Auditor General,,DEM,Michael Lamb,6,0,0,6
Cambria,EHRENFELD BOROUGH,Auditor General,,DEM,Tracie Fountain,1,1,0,2
Cambria,EHRENFELD BOROUGH,Auditor General,,DEM,Rose Rosie Marie Davis,0,1,0,1
Cambria,EHRENFELD BOROUGH,Auditor General,,DEM,Nina Ahmad,0,0,0,0
Cambria,EHRENFELD BOROUGH,Auditor General,,DEM,Christina M. Hartman,1,1,0,2
Cambria,EHRENFELD BOROUGH,Auditor General,,DEM,Write-In,0,0,0,0
Cambria,EHRENFELD BOROUGH,State Treasurer,,DEM,Joe Torsella,16,4,0,20
Cambria,EHRENFELD BOROUGH,State Treasurer,,DEM,Write-In,0,0,0,0
Cambria,EHRENFELD BOROUGH,U.S. House,15,DEM,Robert Williams,16,3,0,19
Cambria,EHRENFELD BOROUGH,U.S. House,15,DEM,Write-In,0,1,0,1
Cambria,EHRENFELD BOROUGH,State Senate,35,DEM,Shaun Dougherty,17,4,0,21
Cambria,EHRENFELD BOROUGH,State Senate,35,DEM,Write-In,0,0,0,0
Cambria,EHRENFELD BOROUGH,General Assembly,71,DEM,Write-In,0,0,0,0
Cambria,EHRENFELD BOROUGH,President,,REP,Donald J. Trump,13,1,0,14
Cambria,EHRENFELD BOROUGH,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,EHRENFELD BOROUGH,President,,REP,Bill Weld,2,0,0,2
Cambria,EHRENFELD BOROUGH,President,,REP,Write-In,0,1,0,1
Cambria,EHRENFELD BOROUGH,Attorney General,,REP,Heather Heidelbaugh,12,2,0,14
Cambria,EHRENFELD BOROUGH,Attorney General,,REP,Write-In,0,0,0,0
Cambria,EHRENFELD BOROUGH,Auditor General,,REP,Timothy Defoor,12,2,0,14
Cambria,EHRENFELD BOROUGH,Auditor General,,REP,Write-In,0,0,0,0
Cambria,EHRENFELD BOROUGH,State Treasurer,,REP,Stacy L. Garrity,13,2,0,15
Cambria,EHRENFELD BOROUGH,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,EHRENFELD BOROUGH,U.S. House,15,REP,Glenn Gt Thompson,13,2,0,15
Cambria,EHRENFELD BOROUGH,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,EHRENFELD BOROUGH,State Senate,35,REP,Wayne Langerholc Jr.,14,2,0,16
Cambria,EHRENFELD BOROUGH,State Senate,35,REP,Write-In,0,0,0,0
Cambria,EHRENFELD BOROUGH,General Assembly,71,REP,Jim Rigby,15,2,0,17
Cambria,EHRENFELD BOROUGH,General Assembly,71,REP,Write-In,0,0,0,0
Cambria,ELDER TOWNSHIP,Registered Voters,,,,,,,552
Cambria,ELDER TOWNSHIP,Registered Voters,,DEM,,,,,302
Cambria,ELDER TOWNSHIP,Registered Voters,,REP,,,,,203
Cambria,ELDER TOWNSHIP,Ballots Cast,,,,137,72,1,210
Cambria,ELDER TOWNSHIP,Ballots Cast,,DEM,,66,52,1,119
Cambria,ELDER TOWNSHIP,Ballots Cast,,REP,,71,20,0,91
Cambria,ELDER TOWNSHIP,President,,DEM,Bernie Sanders,9,6,0,15
Cambria,ELDER TOWNSHIP,President,,DEM,Joseph R. Biden,33,37,0,70
Cambria,ELDER TOWNSHIP,President,,DEM,Tulsi Gabbard,7,4,0,11
Cambria,ELDER TOWNSHIP,President,,DEM,Write-In,10,2,1,13
Cambria,ELDER TOWNSHIP,Attorney General,,DEM,Josh Shapiro,58,50,0,108
Cambria,ELDER TOWNSHIP,Attorney General,,DEM,Write-In,2,0,0,2
Cambria,ELDER TOWNSHIP,Auditor General,,DEM,H. Scott Conklin,44,34,1,79
Cambria,ELDER TOWNSHIP,Auditor General,,DEM,Michael Lamb,10,9,0,19
Cambria,ELDER TOWNSHIP,Auditor General,,DEM,Tracie Fountain,3,0,0,3
Cambria,ELDER TOWNSHIP,Auditor General,,DEM,Rose Rosie Marie Davis,3,1,0,4
Cambria,ELDER TOWNSHIP,Auditor General,,DEM,Nina Ahmad,2,2,0,4
Cambria,ELDER TOWNSHIP,Auditor General,,DEM,Christina M. Hartman,2,5,0,7
Cambria,ELDER TOWNSHIP,Auditor General,,DEM,Write-In,1,0,0,1
Cambria,ELDER TOWNSHIP,State Treasurer,,DEM,Joe Torsella,56,46,0,102
Cambria,ELDER TOWNSHIP,State Treasurer,,DEM,Write-In,2,0,0,2
Cambria,ELDER TOWNSHIP,U.S. House,15,DEM,Robert Williams,60,50,1,111
Cambria,ELDER TOWNSHIP,U.S. House,15,DEM,Write-In,2,0,0,2
Cambria,ELDER TOWNSHIP,State Senate,35,DEM,Shaun Dougherty,54,49,0,103
Cambria,ELDER TOWNSHIP,State Senate,35,DEM,Write-In,2,0,0,2
Cambria,ELDER TOWNSHIP,General Assembly,72,DEM,Frank Burns,58,50,0,108
Cambria,ELDER TOWNSHIP,General Assembly,72,DEM,Write-In,6,0,0,6
Cambria,ELDER TOWNSHIP,President,,REP,Donald J. Trump,70,19,0,89
Cambria,ELDER TOWNSHIP,President,,REP,Roque Rocky De La Fuente,0,0,0,0
Cambria,ELDER TOWNSHIP,President,,REP,Bill Weld,1,1,0,2
Cambria,ELDER TOWNSHIP,President,,REP,Write-In,0,0,0,0
Cambria,ELDER TOWNSHIP,Attorney General,,REP,Heather Heidelbaugh,61,18,0,79
Cambria,ELDER TOWNSHIP,Attorney General,,REP,Write-In,0,0,0,0
Cambria,ELDER TOWNSHIP,Auditor General,,REP,Timothy Defoor,60,18,0,78
Cambria,ELDER TOWNSHIP,Auditor General,,REP,Write-In,0,0,0,0
Cambria,ELDER TOWNSHIP,State Treasurer,,REP,Stacy L. Garrity,61,18,0,79
Cambria,ELDER TOWNSHIP,State Treasurer,,REP,Write-In,0,0,0,0
Cambria,ELDER TOWNSHIP,U.S. House,15,REP,Glenn Gt Thompson,67,19,0,86
Cambria,ELDER TOWNSHIP,U.S. House,15,REP,Write-In,0,0,0,0
Cambria,ELDER TOWNSHIP,State Senate,35,REP,Wayne Langerholc Jr.,67,19,0,86
Cambria,ELDER TOWNSHIP,State Senate,35,REP,Write-In,0,0,0,0
Cambria,ELDER TOWNSHIP,General Assembly,72,REP,Howard Terndrup,45,17,0,62
Cambria,ELDER TOWNSHIP,General Assembly,72,REP,Jerry Carnicella,23,3,0,26
Cambria,ELDER TOWNSHIP,General Assembly,72,REP,Write-In,1,0,0,1
Cambria,FERNDALE BOROUGH,Registered Voters,,,,,,,965
Cambria,FERNDALE BOROUGH,Registered Voters,,DEM,,,,,445
Cambria,FERNDALE BOROUGH,Registered Voters,,REP,,,,,417
Cambria,FERNDALE BOROUGH,Ballots Cast,,,,192,126,4,322
Cambria,FERNDALE BOROUGH,Ballots Cast,,DEM,,75,76,2,153
Cambria,FERNDALE BOROUGH,Ballots Cast,,REP,,117,50,2,169
Cambria,FERNDALE BOROUGH,President,,DEM,Bernie Sanders,17,15,0,32
Cambria,FERNDALE BOROUGH,President,,DEM,Joseph R. Biden,37,53,1,91
Cambria,FERNDALE BOROUGH,President,,DEM,Tulsi Gabbard,7,6,0,13
Cambria,FERNDALE BOROUGH,President,,DEM,Write-In,3,1,0,4
Cambria,FERNDALE BOROUGH,Attorney General,,DEM,Josh Shapiro,67,67,1,135
Cambria,FERNDALE BOROUGH,Attorney General,,DEM,Write-In,1,2,0,3
Cambria,FERNDALE BOROUGH,Auditor General,,DEM,H. Scott Conklin,31,28,1,60
Cambria,FERNDALE BOROUGH,Auditor General,,DEM,Michael Lamb,23,27,0,50
Cambria,FERNDALE BOROUGH,Auditor General,,DEM,Tracie Fountain,0,6,0,6
Cambria,FERNDALE BOROUGH,Auditor General,,DEM,Rose Rosie Marie Davis,6,2,0,8
Cambria,FERNDALE BOROUGH,Auditor General,,DEM,Nina Ahmad,4,1,0,5
Cambria,FERNDALE BOROUGH,Auditor General,,DEM,Christina M. Hartman,4,6,1,11
Cambria,FERNDALE BOROUGH,Auditor General,,DEM,Write-In,1,1,0,2
Cambria,FERNDALE BOROUGH,State Treasurer,,DEM,Joe Torsella,66,69,1,136
Cambria,FERNDALE BOROUGH,State Treasurer,,DEM,Write-In,1,1,0,2
Cambria,FERNDALE BOROUGH,U.S. House,13,DEM,Todd Rowley,65,68,2,135
Cambria,FERNDALE BOROUGH,U.S. House,13,DEM,Write-In,1,1,0,2
Cambria,FERNDALE BOROUGH,State Senate,35,DEM,Shaun Dougherty,63,68,2,133
Cambria,FERNDALE BOROUGH,State Senate,35,DEM,Write-In,1,1,0,2
Cambria,FERNDALE BOROUGH,General Assembly,71,DEM,Write-In,8,6,0,14
Cambria,FERNDALE BOROUGH,President,,REP,Donald J. Trump,114,42,2,158
Cambria,FERNDALE BOROUGH,President,,REP,Roque Rocky De La Fuente,0,0,0,0
